model,formf,formc,inter,pwrin,ctrlm,ctrlc,memic,flics,flicb,flicv,flicm,notes,insrc,
Vertex 3 120 GB,"2.5""",120 GByte,SATA III (6 Gbit/s),,SandForce SF-2281VB1-SDC,,N/A,SLC NAND 64 Gbit,Intel,Micron,16x MT29F64G08ACME3 (Die code: HQK9Z),,Real-world test in a ThinkPad T430s with Linux Mint 20.3 installed for two months in early 2022 without any issues,CrazyblocksTechnologies Computer Laboratories
