model,mdtyp,rgtyp,errcd,mdcap,orgzn,iccap,icvlt,rtdsp,tming,icpkg,icmfg,icbnd,icmdl,rgvnd,flvnd,pcvnd,notes,insrc
DDR2-533 Value,DIMM,Unbuffered,non-ECC,,,,,DDR2-533,,,Micron,,Micron D9GMH (B6-3) (some),N/A,,,,https://web.archive.org/web/20160322194238/http://ramlist.i4memory.com/ddr2/ i4memory RAM List
DDR2-533 Value MT16HTF6464AG-53EB2,DIMM,Unbuffered,non-ECC,,,,1.8V,DDR2-533,4.0-4-4-11,,Micron,,Micron D9BQM (BP-37E),N/A,,,,https://web.archive.org/web/20160322194238/http://ramlist.i4memory.com/ddr2/ i4memory RAM List
DDR2-533 Value MT16HTF6464AY-53EB2,DIMM,Unbuffered,non-ECC,,,,1.8V,DDR2-533,4.0-4-4-11,,Micron,,Micron D9CHM (BP-37E),N/A,,,,https://web.archive.org/web/20160322194238/http://ramlist.i4memory.com/ddr2/ i4memory RAM List
DDR2-533 Value CT12864AA53E.K16FK,DIMM,Unbuffered,non-ECC,,,,1.8V,DDR2-533,4.0-4-4-11,,"Micron, Samsung",,"Micron D9GCT (B6-37E), Samsung ZCD5",N/A,,,,https://web.archive.org/web/20160322194238/http://ramlist.i4memory.com/ddr2/ i4memory RAM List
DDR2-667 Value MT8HTF6464AY-667A3,DIMM,Unbuffered,non-ECC,,,,1.8V,DDR2-667,5.0-5-5-12,,Micron,,Micron D9DQT (BT-3),N/A,,,,https://web.archive.org/web/20160322194238/http://ramlist.i4memory.com/ddr2/ i4memory RAM List
DDR2-667 Value MT8HTF12864AY-667E1,DIMM,Unbuffered,non-ECC,,,,1.8V,DDR2-667,5.0-5-5-12,,Micron,,Micron D9HNL (HQ-3),N/A,,,,https://web.archive.org/web/20160322194238/http://ramlist.i4memory.com/ddr2/ i4memory RAM List
DDR2-667 CT12864AA667,DIMM,Unbuffered,non-ECC,,,,,DDR2-667,,,"Micron, Elpida",,"Micron D9GMH (B6-3), Micron D9DCN (CB-37E)  Elpida AG-6E-E",N/A,,,,https://web.archive.org/web/20160322194238/http://ramlist.i4memory.com/ddr2/ i4memory RAM List
DDR2-667 CT12864AA667.16FB,DIMM,Unbuffered,non-ECC,,,,,DDR2-667,,,Micron,,Micron D9DCL (CB-3),N/A,,,,https://web.archive.org/web/20160322194238/http://ramlist.i4memory.com/ddr2/ i4memory RAM List
DDR2-800 Lanfest NE2KIT12864AL804,DIMM,Unbuffered,non-ECC,,,,2.2V,DDR2-800,4.0-4-4-12,,Micron,,Micron D9GMH (B6-3),N/A,,,,https://web.archive.org/web/20160322194238/http://ramlist.i4memory.com/ddr2/ i4memory RAM List
DDR2-800 CT12864AA80E.16FD,DIMM,Unbuffered,non-ECC,,,,2.2V,DDR2-800,4.0-4-4-12,,Micron,,Micron D9GKX (B6-25E),N/A,,,,https://web.archive.org/web/20160322194238/http://ramlist.i4memory.com/ddr2/ i4memory RAM List
DDR2-800 CT12864AA80E.8FE,DIMM,Unbuffered,non-ECC,,,,2.2V,DDR2-800,4.0-4-4-12,,Micron,,Micron D9HNQ (B6-25E),N/A,,,,https://web.archive.org/web/20160322194238/http://ramlist.i4memory.com/ddr2/ i4memory RAM List
DDR2-533 Ballistix Tracer,DIMM,Unbuffered,non-ECC,,,,,DDR2-533,3.0-3-3-10,,Micron,,Micron D9CRZ (BT-37E),N/A,,,,https://web.archive.org/web/20160322194238/http://ramlist.i4memory.com/ddr2/ i4memory RAM List
DDR2-667 Ballistix P/N ending with .16FDx,DIMM,Unbuffered,non-ECC,,,,2.2V,DDR2-667,3.0-3-3-12,,Micron,,"Micron D9GMH (B6-3), Micron D9GCT (B6-37E) (possible), Micron D9GKX (B6-25E) (possible), Micron D9DQT (BT-3)",N/A,,,,https://web.archive.org/web/20160322194238/http://ramlist.i4memory.com/ddr2/ i4memory RAM List
DDR2-667 Tenth Anniversary TY2KIT12864AA663,DIMM,Unbuffered,non-ECC,,,,2.2V,DDR2-667,3.0-3-3-12,,Micron,,Micron D9GMH (B6-3) Handpicked,N/A,,,,https://web.archive.org/web/20160322194238/http://ramlist.i4memory.com/ddr2/ i4memory RAM List
DDR2-800 Ballistix P/N ending with .16FDx,DIMM,Unbuffered,non-ECC,,,,2.2V,DDR2-800,4.0-4-4-12,,Micron,,"Micron D9GMH (B6-3), Micron D9GCT (B6-37E) (possible), Micron D9GKX (B6-25E) (possible), Micron D9DQW (BT-37E)",N/A,,,,https://web.archive.org/web/20160322194238/http://ramlist.i4memory.com/ddr2/ i4memory RAM List
DDR2-1000 Ballistix P/N ending with .16FDx,DIMM,Unbuffered,non-ECC,,,,2.2V,DDR2-1000,5.0-5-5-15,,Micron,,"Micron D9GMH (B6-3), Micron D9GCT (B6-37E) (possible), Micron D9GKX (B6-25E) (possible), Micron D9DQT (BT-3)",N/A,,,,https://web.archive.org/web/20160322194238/http://ramlist.i4memory.com/ddr2/ i4memory RAM List
DDR2-1066 Ballistix P/N ending with .16FDx,DIMM,Unbuffered,non-ECC,,,,2.2V,DDR2-1066,5.0-5-5-15,,Micron,,"Micron D9GMH (B6-3), Micron D9GCT (B6-37E) (possible), Micron D9GKX (B6-25E) (possible)",N/A,,,,https://web.archive.org/web/20160322194238/http://ramlist.i4memory.com/ddr2/ i4memory RAM List
DDR2-667 Ballistix Tracer P/N ending with .16FDx,DIMM,Unbuffered,non-ECC,,,,2.2V,DDR2-667,3.0-3-3-12,,Micron,,"Micron D9GMH (B6-3), Micron D9GCT (B6-37E) (possible), Micron D9GKX (B6-25E) (possible), Micron D9DQT (BT-3)",N/A,,,,https://web.archive.org/web/20160322194238/http://ramlist.i4memory.com/ddr2/ i4memory RAM List
DDR2-800 Ballistix Tracer P/N ending with .16FDx,DIMM,Unbuffered,non-ECC,,,,2.2V,DDR2-800,4.0-4-4-12,,Micron,,"Micron D9GMH (B6-3), Micron D9GCT (B6-37E) (possible), Micron D9GKX (B6-25E) (possible), Micron D9DQW (BT-37E)",N/A,,,,https://web.archive.org/web/20160322194238/http://ramlist.i4memory.com/ddr2/ i4memory RAM List
DDR2-1000 Ballistix Tracer P/N ending with .16FDx,DIMM,Unbuffered,non-ECC,,,,2.2V,DDR2-1000,5.0-5-5-15,,Micron,,"Micron D9GMH (B6-3), Micron D9GCT (B6-37E) (possible), Micron D9GKX (B6-25E) (possible), Micron D9DQT (BT-3)",N/A,,,,https://web.archive.org/web/20160322194238/http://ramlist.i4memory.com/ddr2/ i4memory RAM List
DDR2-1066 Ballistix Tracer P/N ending with .16FDx,DIMM,Unbuffered,non-ECC,,,,2.2V,DDR2-1066,5.0-5-5-15,,Micron,,"Micron D9GMH (B6-3), Micron D9GCT (B6-37E) (possible), Micron D9GKX (B6-25E) (possible)",N/A,,,,https://web.archive.org/web/20160322194238/http://ramlist.i4memory.com/ddr2/ i4memory RAM List
Crucial Lanfest Newegg NE2KIT12864AL804,DIMM,Unbuffered,non-ECC,1 GiByte,,,2.2v,DDR2-800,4-4-4-12,,Micron (presumed),,,N/A,,,,https://www.techpowerup.com/review/crucial-lanfest-2-gb/2.html TechPowerUp
