model,mdtyp,rgtyp,errcd,mdcap,orgzn,iccap,icvlt,rtdsp,tming,icpkg,icmfg,icbnd,icmdl,rgvnd,flvnd,pcvnd,notes,insrc
OCZ2RPR8002GK Reaper Edition,DIMM,Unbuffered,non-ECC,1 Gbyte,"2Rx8, 16 ICs",512 Mbit,,DDR2-800,CL4-4-4-15,,ProMOS or Elpida,,,N/A,,,"Large heatsink with copper heat pipe, ICs unconfirmed due to heatsink","Kris (Pictures, Timings, Elpida ICs), CrazyblocksTechnologies Computer Laboratories (Confirmation label info), i4memory (ProMOS ICs) https://web.archive.org/web/20160322194238/http://ramlist.i4memory.com/ddr2/"
DDR2-533 Value Series,DIMM,Unbuffered,non-ECC,,,,1.8V,DDR2-533,4.0-4-4-12,,Elpida,,Elpida AB-5C-E,N/A,,,,https://web.archive.org/web/20160322194238/http://ramlist.i4memory.com/ddr2/ i4memory RAM List
DDR2-533 EL Gold GX XTC,DIMM,Unbuffered,non-ECC,,,,1.9V,DDR2-533,3.0-3-3-8,,Qimonda,Aeneon,Qimonda Aeneon AET93F370,N/A,,,,https://web.archive.org/web/20160322194238/http://ramlist.i4memory.com/ddr2/ i4memory RAM List
DDR2-533 EB Platinum Rev 2.0 Limited Edition,DIMM,Unbuffered,non-ECC,,,,2.0V,DDR2-533,3.0-2-2-8,,Micron,,Micron D9DQW (BT-37E),N/A,,,,https://web.archive.org/web/20160322194238/http://ramlist.i4memory.com/ddr2/ i4memory RAM List
DDR2-667 EB Titanium,DIMM,Unbuffered,non-ECC,,,,2.1V,DDR2-667,4.0-2-2-8,,Micron,,Micron D9DQT (BT-3),N/A,,,,https://web.archive.org/web/20160322194238/http://ramlist.i4memory.com/ddr2/ i4memory RAM List
DDR2-667 EB Platinum,DIMM,Unbuffered,non-ECC,,,,2.1V,DDR2-667,4.0-2-2-8,,Micron,,Micron D9DQT (BT-3),N/A,,,,https://web.archive.org/web/20160322194238/http://ramlist.i4memory.com/ddr2/ i4memory RAM List
DDR2-800 EB Platinum,DIMM,Unbuffered,non-ECC,,,,2.1V,DDR2-800,4.0-3-3-8,,Micron,,Micron D9DQT (BT-3),N/A,,,,https://web.archive.org/web/20160322194238/http://ramlist.i4memory.com/ddr2/ i4memory RAM List
DDR2-800 EL Platinum Rev 1.0,DIMM,Unbuffered,non-ECC,,,,2.1V,DDR2-800,4.0-5-4-15,,Elpida,,,N/A,,,,https://web.archive.org/web/20160322194238/http://ramlist.i4memory.com/ddr2/ i4memory RAM List
DDR2-800 EL Platinum Rev 2.0,DIMM,Unbuffered,non-ECC,,,,1.9V ~ 2.1V,DDR2-800,4.0-4-4-15,,ProMOS,,,N/A,,,,https://web.archive.org/web/20160322194238/http://ramlist.i4memory.com/ddr2/ i4memory RAM List
DDR2-800 Gold GX XTC Rev 2.0,DIMM,Unbuffered,non-ECC,,,,1.95V ~ 2.1V,DDR2-800,4.0-5-5-15,,Powerchip,,,N/A,,,,https://web.archive.org/web/20160322194238/http://ramlist.i4memory.com/ddr2/ i4memory RAM List
DDR2-800 Special Ops Edition,DIMM,Unbuffered,non-ECC,,,,2.1V,DDR2-800,5.0-5-5-12,,Powerchip,,,N/A,,,,https://web.archive.org/web/20160322194238/http://ramlist.i4memory.com/ddr2/ i4memory RAM List
DDR2-800 Special Ops Edition Urban Elite,DIMM,Unbuffered,non-ECC,,,,1.9V ~ 2.1V,DDR2-800,4.0-4-3-15,,"Micron, ProMOS",,Micron D9GMH (B6-3),N/A,,,,https://web.archive.org/web/20160322194238/http://ramlist.i4memory.com/ddr2/ i4memory RAM List
DDR2-800 FlexXLC CAS 4,DIMM,Unbuffered,non-ECC,,,,2.0V,DDR2-800,4.0-4-4-15,,ProMOS,,,N/A,,,,https://web.archive.org/web/20160322194238/http://ramlist.i4memory.com/ddr2/ i4memory RAM List
DDR2-800 Reaper HPC Edition (2x1GB),DIMM,Unbuffered,non-ECC,,,,2.1V,DDR2-800,4.0-4-4-15,,ProMOS,,,N/A,,,,https://web.archive.org/web/20160322194238/http://ramlist.i4memory.com/ddr2/ i4memory RAM List
DDR2-800 EB ReaperX HPC (2x2GB),DIMM,Unbuffered,non-ECC,,,,2.1V,DDR2-800,4.0-3-3-15,,Powerchip,,,N/A,,,,https://web.archive.org/web/20160322194238/http://ramlist.i4memory.com/ddr2/ i4memory RAM List
DDR2-900 EL Platinum XTC,DIMM,Unbuffered,non-ECC,,,,2.1V,DDR2-900,4.0-4-4-15,,Micron,,"Micron D9GMH (B6-3), Micron D9GKX (B6-25E)",N/A,,,,https://web.archive.org/web/20160322194238/http://ramlist.i4memory.com/ddr2/ i4memory RAM List
DDR2-900 EL Platinum SLI-Ready Edition,DIMM,Unbuffered,non-ECC,,,,2.1V,DDR2-900,4.0-4-3-15,,Micron,,Micron D9GMH (B6-3),N/A,,,,https://web.archive.org/web/20160322194238/http://ramlist.i4memory.com/ddr2/ i4memory RAM List
DDR2-1000 EL Platinum Extreme Edition,DIMM,Unbuffered,non-ECC,,,,2.2V,DDR2-1000,4.0-5-4-15,,Micron,,"Micron D9GMH (B6-3) (only if produced before 2008), Micron D9GKX (B6-25E) (only if produced before 2008)",N/A,,,,https://web.archive.org/web/20160322194238/http://ramlist.i4memory.com/ddr2/ i4memory RAM List
DDR2-1000 Platinum XTC,DIMM,Unbuffered,non-ECC,,,,2.2V,DDR2-1000,5.0-5-5-15,,Micron,,"Micron D9GMH (B6-3) (only if produced before 2008), Micron D9GKX (B6-25E) (only if produced before 2008)",N/A,,,,https://web.archive.org/web/20160322194238/http://ramlist.i4memory.com/ddr2/ i4memory RAM List
DDR2-1000 Titanium Alpha VX2,DIMM,Unbuffered,non-ECC,,,,2.3V,DDR2-1000,4.0-4-4-15,,Micron,,"Micron D9GMH (B6-3) (only if produced before 2008), Micron D9GKX (B6-25E) (only if produced before 2008)",N/A,,,,https://web.archive.org/web/20160322194238/http://ramlist.i4memory.com/ddr2/ i4memory RAM List
DDR2-1000 ReaperX HPC (2x2GB),DIMM,Unbuffered,non-ECC,,,,2.1V,DDR2-1000,5.0-5-5-18,,Powerchip,,,N/A,,,,https://web.archive.org/web/20160322194238/http://ramlist.i4memory.com/ddr2/ i4memory RAM List
DDR2-1066 SLI-Ready Edition,DIMM,Unbuffered,non-ECC,,,,2.3V,DDR2-1066,5.0-5-5-15,,Micron,,Micron D9GMH (B6-3) (only if produced before 2008),N/A,,,,https://web.archive.org/web/20160322194238/http://ramlist.i4memory.com/ddr2/ i4memory RAM List
DDR2-1066 Reaper HPC Edition,DIMM,Unbuffered,non-ECC,,,,2.3V,DDR2-1066,5.0-5-5-15,,Micron,,Micron D9GMH (B6-3) (only if produced before 2008),N/A,,,,https://web.archive.org/web/20160322194238/http://ramlist.i4memory.com/ddr2/ i4memory RAM List
PC2-8800 Gold XTC,DIMM,Unbuffered,non-ECC,,,,2.4V,PC2-8800,5.0-6-6-18,,Micron,,Micron D9GMH (B6-3) (only if produced before 2008),N/A,,,,https://web.archive.org/web/20160322194238/http://ramlist.i4memory.com/ddr2/ i4memory RAM List
PC2-9200 FlexXLC Edition,DIMM,Unbuffered,non-ECC,,,,2.3V,PC2-9200,5.0-5-5-18,,Micron,,Micron D9GMH (B6-3) (only if produced before 2008),N/A,,,,https://web.archive.org/web/20160322194238/http://ramlist.i4memory.com/ddr2/ i4memory RAM List
PC2-9200 Flex II XLC (2x2GB),DIMM,Unbuffered,non-ECC,,,,2.1V,PC2-9200,5.0-5-5-18,,Powerchip,,,N/A,,,,https://web.archive.org/web/20160322194238/http://ramlist.i4memory.com/ddr2/ i4memory RAM List
DDR2-1200 FlexXLC Edition,DIMM,Unbuffered,non-ECC,,,,2.1V ~ 2.3V,DDR2-1200,5.0-5-5-18,,Qimonda,,,N/A,,,,https://web.archive.org/web/20160322194238/http://ramlist.i4memory.com/ddr2/ i4memory RAM List
