model,mdtyp,rgtyp,errcd,mdcap,orgzn,iccap,icvlt,rtdsp,tming,icpkg,icmfg,icbnd,icmdl,rgvnd,flvnd,pcvnd,notes,insrc
DDR3-1800 HyperX Nvidia SLi CertifiedKHX14400D3K2/2GN (2x1GB),DIMM,Unbuffered,non-ECC,1 GiB,,,1.9V,DDR3-1800,8-8-8-24,,Micron,,Micron D9GTR (BY-187E),N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-1866 HyperX Genesis KHX1866C9D3/4G (2x2GB),DIMM,Unbuffered,non-ECC,2 GiB,,,1.65v,DDR3-1866,9-11-9-27,,hynix/SK hynix,,hynix/SK hynix H5TQ2G83CFR-H9C,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-1866 HyperX LoVoKHX1866C9D3LK2/4GX (2x2GB),DIMM,Unbuffered,non-ECC,2 GiB,,,1.35V,DDR3-1866,9-9-9-27,,Elpida,,Elpida MGH-E Hyper,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-2000 HyperX KHX16000D3ULT1K3/6GX (3x2GB),DIMM,Unbuffered,non-ECC,2 GiB,,,1.65v,DDR3-2000,8-8-8-24,,Elpida,,Elpida MNH-E Hyper,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-2000 HyperX KHX2000C9AD3T1K2/4GX (2x2GB),DIMM,Unbuffered,non-ECC,2 GiB,,,1.65v,DDR3-2000,9-11-9-27,,Elpida,,Elpida BDBG,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-2000 HyperX (finned heatspreader) KHX16000D3ULT1K3/3GX (3x1GB),DIMM,Unbuffered,non-ECC,1 GiB,,,1.65v,DDR3-2000,8-8-8-24,,Elpida,,Elpida MNH-E Hyper,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-2000 HyperX (finned heatspreader) KHX16000D3ULT1K3/6GX (3x2GB),DIMM,Unbuffered,non-ECC,2 GiB,,,1.65v,DDR3-2000,8-8-8-24,,Elpida,,"Elpida MGH-E Hyper, Elpida MNH-E Hyper",N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
"DDR3-2000 HyperX (finned heatspreader), KHX2000C9AD3T1K3/3GX (3x1GB), KHX2000C9AD3T1K3/6GX (3x2GB), KHX2000C9AD3T1FK3/6GX (3x2GB)",DIMM,Unbuffered,non-ECC,1 GiB,,,1.65v,DDR3-2000,9-10-9-27,,Elpida,,Elpida BDBG-DJ-F,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-2000 HyperX (finned heatspreader) KHX2000C9D3T1K3/6GX (3x2GB),DIMM,Unbuffered,non-ECC,2 GiB,,,1.65v,DDR3-2000,9-9-9-27,,Elpida,,Elpida BBSE-DJ-F,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-2133 HyperX (finned heatspreader) KHX2133C8D3T1K2/4GX (2x2GB),DIMM,Unbuffered,non-ECC,2 GiB,,,1.65v,DDR3-2133,8-8-8-24,,Elpida,,Elpida MGH-E Hyper,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-2133 HyperX (finned heatspreader) KHX2133C9D3T1K2/4GX (2x2GB),DIMM,Unbuffered,non-ECC,2 GiB,,,1.65v,DDR3-2133,9-9-9-27,,Elpida,,Elpida BDBG-DJ-F,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-2133 HyperX (finned heatspreader) KHX21C11T1K2/16X (2x8GB),DIMM,Unbuffered,non-ECC,8 GiB,,,1.6V,DDR3-2133,11-12-11-30,,hynix/SK hynix,,hynix/SK hynix H5TC4G83MFR-H9A,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-2133 HyperX Grey Series KHX2133C9AD3X2K2/4GX (2x2GB),DIMM,Unbuffered,non-ECC,2 GiB,,,1.65v,DDR3-2133,9-11-9-27,,Elpida,,Elpida BDBG-DJ-F,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-2133 HyperX H2OKHX2133C9AD3W1K2/4GX (2x2GB),DIMM,Unbuffered,non-ECC,2 GiB,,,1.65v,DDR3-2133,9-11-9-30,,Elpida,,Elpida BDBG-DJ-F,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-2133 Hyper-X T1KHX2133C11D3T1K2/8GX (2x4GB),DIMM,Unbuffered,non-ECC,4 GiB,,,1.6V,DDR3-2133,11-12-11-XX,,hynix/SK hynix,,hynix/SK hynix CFR H9A,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-2133 HyperX KHX2133C11D3K4/16GX (4x4GB),DIMM,Unbuffered,non-ECC,4 GiB,,,1.65v,DDR3-2133,11-12-11-30,,hynix/SK hynix,,hynix/SK hynix H5TQ2G83CFR-PBC,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-2250 HyperX (finned heatspreader) KHX2250C9D3T1FK3/6GX (3x2GB),DIMM,Unbuffered,non-ECC,2 GiB,,,1.65v,DDR3-2250,9-11-9-27,,Elpida,,Elpida BDBG-DJ-F,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-2400 HyperX Beast KHX24C11T3K2/16X (2x8GB),DIMM,Unbuffered,non-ECC,8 GiB,,,1.65v,DDR3-2400,11-13-13-32,,hynix/SK hynix,,hynix/SK hynix H5TQ4G83MFR-PBC,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-2400 HyperX Beast KHX24C11T3K2/8X (2x4GB),DIMM,Unbuffered,non-ECC,4 GiB,,,1.65v,DDR3-2400,11-13-13-XX,,hynix/SK hynix,,hynix/SK hynix H5TQ2G83CFR,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-2400 HyperX Genesis KHX2400C11D3K4/8GX (4x2GB),DIMM,Unbuffered,non-ECC,2 GiB,,,1.65v,DDR3-2400,11-14-11-30,,hynix/SK hynix,,hynix/SK hynix H5TQ2G83CFR-PBC,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-2400 HyperX Predator KHX24C11T2K2/8X (2x4GB),DIMM,Unbuffered,non-ECC,4 GiB,,,1.65v,DDR3-2400,11-13-13,,hynix/SK hynix,,hynix/SK hynix H5TQ2G83CFR-PBC,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-2800 HyperX (finned heatspreader) KHX2800C12D3T1K2/4GX (2x2GB),DIMM,Unbuffered,non-ECC,2 GiB,,,1.65v,DDR3-2800,12-14-14-32,,hynix/SK hynix,,hynix/SK hynix H5TC2G83CFR-H9A,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-1066 KVR1066D3N7/2G (2GB),DIMM,Unbuffered,non-ECC,2 GiB,,,1.5V,DDR3-1066,7-7-7-20,,Powerchip,,,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-1066 KVR1066D3N7K2/2G (2x1GB),DIMM,Unbuffered,non-ECC,1 GiB,,,1.5V,DDR3-1066,7-7-7-20,,"Powerchip, Samsung",,Samsung ZCF8,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-1066 ValueRAM KVR1066D3N7K2/4G (2x2GB),DIMM,Unbuffered,non-ECC,2 GiB,,,1.5V,DDR3-1066,7-7-7-20,,Powerchip,,Powerchip TGV057A3G-A,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
