model,mdtyp,rgtyp,errcd,mdcap,orgzn,iccap,icvlt,rtdsp,tming,icpkg,icmfg,icbnd,icmdl,rgvnd,flvnd,pcvnd,notes,insrc
DDR3-1600 Vengeance CMZ12GX3M3A1600C9 v5.11 (3x4GB),DIMM,Unbuffered,non-ECC,4 GiB,,,1.5V,DDR3-1600,9-9-9-24,,hynix/SK hynix,,hynix/SK hynix H5TQ2G83BFR-H9C,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-1600 Vengeance CMZ12GX3M3A1600C9v2.12 (3x4GB),DIMM,Unbuffered,non-ECC,4 GiB,,,1.5V,DDR3-1600,9-9-9-24,,Elpida,,Elpida EDJ2108BCSE-DJ-F,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-1600 Vengeance CMZ4GX3M1A1600C9v4.19 (1x4GB),DIMM,Unbuffered,non-ECC,4 GiB,,,1.5V,DDR3-1600,9-9-9-24,,Samsung,,Samsung K4W2G0846P-HC15,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-1600 Vengeance LP CML16GX3M2A1600C10v8.21 (2x8GB),DIMM,Unbuffered,non-ECC,8 GiB,,,1.5V,DDR3-1600,10-10-10-27,,Nanya,,,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-1600 Vengeance Pro CMY16GX3M2A1600C9Av3.24 (2x8GB),DIMM,Unbuffered,non-ECC,8 GiB,,,1.5V,DDR3-1600,9-9-9-24,,Micron,,SpecTek -15E,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-1800 Dominator CM3X1024-1800C8D/DELL ES1v3.2 (2x1GB),DIMM,Unbuffered,non-ECC,1 GiB,,,1.85V,DDR3-1800,8-8-8-24,,Micron,,Micron D9JNx,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-1800 Dominator CM3X2G1800C8Dv4.1 (2x2GB),DIMM,Unbuffered,non-ECC,2 GiB,,,1.8V,DDR3-1800,8-8-8-24,,Samsung,,,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-1800 Dominator 1800C7DFXMS1807v1.1 (2x1GB),DIMM,Unbuffered,non-ECC,1 GiB,,,2.0V,DDR3-1800,7-7-7-20,,Micron,,Micron D9GTR (BY-187E),N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-1866 Vengeance Low Profile CML8GX3M2A1866C9Rv5.2 (2x4GB),DIMM,Unbuffered,non-ECC,4 GiB,,,1.5V,DDR3-1866,9-9-9-24,,hynix/SK hynix,,hynix/SK hynix H5TQ2G83CFR-H9C,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-1875 Dominator GTCMG6GX3M3A1866C7v2.1 (3x2GB),DIMM,Unbuffered,non-ECC,2 GiB,,,1.65v,DDR3-1875,7-8-7-20,,Elpida,,Elpida MGH-E Hyper,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-1875 Dominator GTTR3X6G1866C7GTFv2.1 (3x2GB),DIMM,Unbuffered,non-ECC,2 GiB,,,1.65v,DDR3-1875,7-8-7-20,,Elpida,,Elpida MNH-E Hyper,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-1875 Vengeance CMZ8GX3M2A1866C9v3.19 (2x4GB),DIMM,Unbuffered,non-ECC,4 GiB,,,1.5V,DDR3-1875,9-10-9-27,,Micron,,,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-1875 Vengeance CMZ8GX3M2A1866C9v5.11 (2x4GB),DIMM,Unbuffered,non-ECC,4 GiB,,,1.5V,DDR3-1875,9-9-9-24,,hynix/SK hynix,,hynix/SK hynix H5TQ2G83BFR-H9C,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-1875 Vengeance Pro CMY16GX3M2A1866C9v3.24 (2x8GB),DIMM,Unbuffered,non-ECC,8 GiB,,,1.5V,DDR3-1875,9-10-9-27,,Micron,,SpecTek -15E,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-2000 Dominator CM3X1G2000C9DNVv4.1 (2x1GB),DIMM,Unbuffered,non-ECC,1 GiB,,,1.9V,DDR3-2000,9-9-9-24,,Samsung,,Samsung K4B1G0846D-HCF0,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-2000 Dominator GTCMG6GX3M3A2000C7v2.1 (3x2GB),DIMM,Unbuffered,non-ECC,2 GiB,,,1.65v,DDR3-2000,7-8-7-20,,Elpida,,Elpida MGH-E Hyper,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-2000 Dominator GTCMG6GX3M3A2000C8v2.1 (3x2GB),DIMM,Unbuffered,non-ECC,2 GiB,,,1.65v,DDR3-2000,8-8-8-24,,Elpida,,Elpida MGH-E Hyper,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-2000 Dominator GTCMT6GX3M3A2000C8v7.1 (3x2GB),DIMM,Unbuffered,non-ECC,2 GiB,,,1.65v,DDR3-2000,8-9-8-24,,Powerchip,,,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-2000 Dominator GTTR3X3G2000C7GTFv2.1 (3x1GB),DIMM,Unbuffered,non-ECC,1 GiB,,,1.65v,DDR3-2000,7-8-7-20,,Elpida,,Elpida MNH-E Hyper,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-2000 Dominator GTTR3X6G2000C7GTFv2.1 (3x2GB),DIMM,Unbuffered,non-ECC,2 GiB,,,1.65v,DDR3-2000,7-8-7-20,,Elpida,,Elpida MNH-E Hyper,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-2000 Dominator GTTR3X6G2000C8GTFv2.1 (3x2GB),DIMM,Unbuffered,non-ECC,2 GiB,,,1.65v,DDR3-2000,8-8-8-24,,Elpida,,Elpida MNH-E Hyper,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-2133 Dominator CM3X1G2133C9Dv4.1 (2x1GB),DIMM,Unbuffered,non-ECC,1 GiB,,,2.0V,DDR3-2133,9-9-9-24,,Samsung,,Samsung K4B1G0846D-HCF0,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-2133 Dominator GTCMT4GX3M2A2133C9 v7.1 (2x2GB),DIMM,Unbuffered,non-ECC,2 GiB,,,1.65v,DDR3-2133,9-10-9-24,,Powerchip,,,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-2133 Dominator Platinum CMD8GX3M2A2133C9(2x4GB),DIMM,Unbuffered,non-ECC,4 GiB,,,1.5V,DDR3-2133,9-11-10-28,,Samsung,,Samsung K4B2G0846D-HCH9,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-2250 Dominator GTXCMGTX2v2.1 (2GB),DIMM,Unbuffered,non-ECC,2 GiB,,,1.65v,DDR3-2250,8-8-8-24,,Elpida,,Elpida MGH-E Hyper,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-2400 Dominator GTXCMGTX3v7.1 (2GB),DIMM,Unbuffered,non-ECC,2 GiB,,,1.65v,DDR3-2400,9-11-9-27,,Powerchip,,,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-2400 Dominator GTXCMGTX8v5.11 (4x2GB),DIMM,Unbuffered,non-ECC,2 GiB,,,1.65v,DDR3-2400,10-12-10-30,,hynix/SK hynix,,,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-2400 Vengeance CMZ16GX3M4A2400C10 (4x4GB),DIMM,Unbuffered,non-ECC,4 GiB,2Rx8,2 Gbit,1.65v,DDR3-2400,10-12-12-31,,hynix/SK hynix,,hynix/SK hynix H5TQ2G83CFR-H9C,N/A,,,Organization and IC capacity determined by IC part number,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-2400 Vengeance Pro CMY16GX3M2A2400C11Rv5.20,DIMM,Unbuffered,non-ECC,,,,1.65v,DDR3-2400,11-13-13-31,,hynix/SK hynix,,hynix/SK hynix H5TQ4G83AFR-xxC,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-2400 Vengeance Pro CMY16GX3M2A2400C11Rv5.21 (2x8GB),DIMM,Unbuffered,non-ECC,8 GiB,,,1.65v,DDR3-2400,11-13-13-31,,hynix/SK hynix,,hynix/SK hynix H5TC4G83BFR-xxC,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
PC3-20266 Dominator GTX CMGTX4v7.1 (2GB),DIMM,Unbuffered,non-ECC,2 GiB,,,1.65v,PC3-20266,9-11-10-30,,Powerchip,,,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-2666 Dominator GTX CMGTX6v7.1 (1GB),DIMM,Unbuffered,non-ECC,1 GiB,,,1.65v,DDR3-2666,9-11-10-30,,Powerchip,,,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-2666 Dominator Platinum CMD16GX3M4A2666C10v4.13 (4x4GB),DIMM,Unbuffered,non-ECC,4 GiB,,,1.65v,DDR3-2666,10-12-12-31,,Samsung,,Samsung K4B2G0846D-HCH9,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-2666 Dominator Platinum CMD8GX3M2A2666C11v5.12 (2x4GB),DIMM,Unbuffered,non-ECC,4 GiB,,,1.65v,DDR3-2666,11-13-13-35,,hynix/SK hynix,,hynix/SK hynix H5TQ2G83CFR,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-2666 Vengeance Pro CMY16GX3M2A2666C11Rv5.29 (2x8GB),DIMM,Unbuffered,non-ECC,8 GiB,,,1.65v,DDR3-2666,11-13-13-35,,hynix/SK hynix,,hynix/SK hynix H5TQ4G83MFR-H9C,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-2800 Dominator Platinum CMD16GX3M4A2800C11v5.12 (4x4GB),DIMM,Unbuffered,non-ECC,4 GiB,,,1.65v,DDR3-2800,11-14-14-35,,hynix/SK hynix,,hynix/SK hynix H5TQ2G83CFR,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-3000 Vengeance Extreme CML8GX3M2A3000C12Rv5.29 (2x4GB),DIMM,Unbuffered,non-ECC,4 GiB,,,1.65v,DDR3-3000,12-14-14-36,,hynix/SK hynix,,hynix/SK hynix H5TQ4G83MFR-PBC,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-1066 XMS1007v1.1 (2x1GB),DIMM,Unbuffered,non-ECC,1 GiB,,,1.5V,DDR3-1066,7-7-7-20,,Qimonda,,,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-1066 XMS1007v2.1 (2x1GB),DIMM,Unbuffered,non-ECC,1 GiB,,,1.5V,DDR3-1066,7-7-7-20,,Elpida,,,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
ver1.x,,,,,,,,,,,Qimonda,,,,,,Only seen on early (2008-2009) DDR3 due to Qimonda bankruptcy,CrazyblocksTechnologies Computer Laboratories and i4memory https://web.archive.org/web/20160315072842/http://ramlist.i4memory.com/ddr3/
ver2.x,,,,,,,,,,,Elpida,,,,,,,i4memory https://web.archive.org/web/20160315072842/http://ramlist.i4memory.com/ddr3/
ver3.x,,,,,,,,,,,Micron/SpecTek,,,,,,,CrazyblocksTechnologies Computer Laboratories (SpecTek) and i4memory https://web.archive.org/web/20160315072842/http://ramlist.i4memory.com/ddr3/
ver4.x,,,,,,,,,,,Samsung,,,,,,,i4memory https://web.archive.org/web/20160315072842/http://ramlist.i4memory.com/ddr3/
ver5.x,,,,,,,,,,,hynix/SK hynix,,,,,,,i4memory https://web.archive.org/web/20160315072842/http://ramlist.i4memory.com/ddr3/
ver6.x,,,,,,,,,,,ProMOS,,,,,,Very rare,i4memory https://web.archive.org/web/20160315072842/http://ramlist.i4memory.com/ddr3/
ver7.x,,,,,,,,,,,PSC/Powerchip,,,,,,,i4memory https://web.archive.org/web/20160315072842/http://ramlist.i4memory.com/ddr3/
ver8.x,,,,,,,,,,,Nanya,,,,,,,CrazyblocksTechnologies Computer Laboratories and i4memory https://web.archive.org/web/20160315072842/http://ramlist.i4memory.com/ddr3/
ver9.x,,,,,,,,,,,Winbond (presumed),,,,,,"Not confirmed yet to be Winbond, but is a possibility","CrazyblocksTechnologies Computer Laboratories (existence of ver9.x, Winbond not confirmed)"
