model,mdtyp,rgtyp,errcd,mdcap,orgzn,iccap,icvlt,rtdsp,tming,icpkg,icmfg,icbnd,icmdl,rgvnd,flvnd,pcvnd,notes,insrc
DDR3-1333 XMS1309v1.1 (2x1GB),DIMM,Unbuffered,non-ECC,1 GiB,,,1.7,DDR3-1333,9-9-9-24,,Qimonda,,,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-1333 XMS1309v2.1 (2x1GB),DIMM,Unbuffered,non-ECC,1 GiB,,,1.7,DDR3-1333,9-9-9-24,,Elpida,,,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-1333 Dominator TW3X4G1333C9Dv2.1 (2x2GB),DIMM,Unbuffered,non-ECC,2 GiB,,,1.5V,DDR3-1333,9-9-9-24,,Elpida,,Elpida MNH-E Hyper,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-1600 (SO-DIMM) CMSX4GX3M1A1600C9 (1x4GB),SODIMM,Unbuffered,non-ECC,4 GiB,,,1.5V,DDR3-1600,9-9-9-24,,hynix/SK hynix,,hynix/SK hynix H5TQ2G83CFR-H9C,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-1600 DHXCM3X1024-1600C7DHXv3.2,DIMM,Unbuffered,non-ECC,1 GiB,,,,DDR3-1600,7-7-7-20,,Micron,,Micron D9JNx,N/A,,,Module capacity derived from part number,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-1600 DHX 1600C7DHXXMS1607v3.1 (2x1GB),DIMM,Unbuffered,non-ECC,1 GiB,,,1.8V,DDR3-1600,7-7-7-20,,Micron,,Micron D9GTR (BY-187E),N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-1600 Dominator CM3X1G1600C8Dv3.1 (1x1GB),DIMM,Unbuffered,non-ECC,1 GiB,,,1.8V,DDR3-1600,8-8-8-24,,Micron,,,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-1600 Dominator CM3X1G1600C8Dv7.1 (1x1GB),DIMM,Unbuffered,non-ECC,1 GiB,,,1.65v,DDR3-1600,8-8-8-24,,Powerchip,,,N/A,,,Module capacity derived from part number,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-1600 Dominator GTCMG4GX3M2A1600C6v2.1 (2x2GB),DIMM,Unbuffered,non-ECC,2 GiB,,,1.65v,DDR3-1600,6-6-6-18,,Elpida,,Elpida MGH-E Hyper,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-1600 Dominator GTTW3X4G1600C6GTFv2.1 (2x2GB),DIMM,Unbuffered,non-ECC,2 GiB,,,1.65v,DDR3-1600,6-6-6-18,,Elpida,,Elpida MNH-E Hyper,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
