model,mdtyp,rgtyp,errcd,mdcap,orgzn,iccap,icvlt,rtdsp,tming,icpkg,icmfg,icbnd,icmdl,rgvnd,flvnd,pcvnd,notes,insrc
AD3U1333C4G9-B,DIMM,Unbuffered,non-ECC,4 GiByte,"2Rx8, 16 ICs",2 Gbit,1.5v,DDR3-1333,CL9,,Elpida,ADATA,"Elpida PN Unknown, ADATA 3CCD-1509 EL1201T",N/A,,,"Die code placement and style signifies production by Elpida, EL1201T also could siginfy Elpida.","Kris (Memory IC, Pictures, Module info), CrazyblocksTechnologies Computer Laboratories (Confirmation, more info on IC)"
DDR3-1333 AD3U1333C4G9-B (2x2GB),DIMM,Unbuffered,non-ECC,2 GiByte,,,1.5v,DDR3-1333,9-X-X-X,,hynix/SK hynix,,,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-1600 AD3U1600W8G11-B (2x8GB),DIMM,Unbuffered,non-ECC,8 GiByte,,,,DDR3-1600,11-X-X-X,,Elpida,,,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-1600 Gaming Series AX3U1600GB2G9-3G (3x2GB),DIMM,Unbuffered,non-ECC,2 GiByte,,,1.7v,DDR3-1600,9-9-9-24,,Powerchip,,,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-1600 Vitesta Extreme Edition AD31600X001GU (2x1GB),DIMM,Unbuffered,non-ECC,1 GiByte,,,1.85v,DDR3-1600,7-7-7-20,,Micron,,Micron D9GTR (BY-187E),N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-1600 Vitesta Extreme Edition AD31600X002GU (2x2GB),DIMM,Unbuffered,non-ECC,2 GiByte,,,1.85v,DDR3-1600,7-7-7-20,,Samsung,,Samsung HCF0,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-1600 XPG Plus AX3U1600PB2G8-2P (2x2GB),DIMM,Unbuffered,non-ECC,2 GiByte,,,1.7v,DDR3-1600,8-8-8-24,,Micron,,Micron D9KPT (JP-15E),N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-1875 XPG Plus v2.0 AX3U1866PB2G8-DP2 (2x2GB),DIMM,Unbuffered,non-ECC,2 GiByte,,,1.7v,DDR3-1875,8-8-8-24,,Elpida,,"Elpida MGH-E Hyper, Elpida MNH-E Hyper",N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-2000 2000 X Series AX3U2000XB2G9-2X (2x2GB),DIMM,Unbuffered,non-ECC,2 GiByte,,,1.8v,DDR3-2000,9-9-9-24,,Elpida,,Elpida BBBG-DJ-FElpida BDSE-DJ-F,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-2000 Gaming Series AX3U2000GB2G9-3G (3x2GB),DIMM,Unbuffered,non-ECC,2 GiByte,,,1.7v,DDR3-2000,9-9-9-24,,Powerchip,,,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-2000 Gaming Series v2.0 AX3U2000GB2G9-TG2 (3x2GB),DIMM,Unbuffered,non-ECC,2 GiByte,,,1.7v,DDR3-2000,9-9-9-24,,Powerchip,,,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-2000 X Series v2.0 AX3U2000XB2G9-EF (2x2GB),DIMM,Unbuffered,non-ECC,2 GiByte,,,1.7v,DDR3-2000,9-9-9-24,,Elpida,,Elpida BBSE-DJ-F,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-2000 XPG Gaming Series AX3U2000GB2G9-2G (2x2GB),DIMM,Unbuffered,non-ECC,2 GiByte,,,1.7v,DDR3-2000,9-9-9-24,,Powerchip,,,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-2000 XPG Gaming Series v2.0 AX3U2000GC2G9B-DG2 (2x2GB),DIMM,Unbuffered,non-ECC,2 GiByte,,,1.7v,DDR3-2000,9-11-9-27,,hynix/SK hynix,,,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-2000 XPG Gaming Series v2.0 AX3U2000GC4G9B-DG2 (2x4GB),DIMM,Unbuffered,non-ECC,4 GiByte,,,1.7v,DDR3-2000,9-11-9-27,,"hynix/SK hynix, Samsung",,hynix/SK hynix H5TQ2G83BFR-H9CSamsung K4B2G0846D-HCH9,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-2000 XPG Gaming v2.0 AX3U2000GC4G9B-DG2 (2x4GB),DIMM,Unbuffered,non-ECC,4 GiByte,,,,DDR3-2000,9-X-X-X,,hynix/SK hynix,,hynix/SK hynix H5TQ2G83BFR-H9C,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-2133 Extreme Edition v2.0AD32133F002GM(O)U3K (3x2GB),DIMM,Unbuffered,non-ECC,2 GiByte,,,2.1v,DDR3-2133,10-10-10-30,,Elpida,,Elpida MNH-E Hyper,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-2133 XPG Xtreme Series AX3U2133XW8G10-2X (2x8GB),DIMM,Unbuffered,non-ECC,8 GiByte,,,1.65v,DDR3-2133,10-11-11-30,,hynix/SK hynix,,hynix/SK hynix H5TQ4G83MFR,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-2133 Xtreme Series AX3U2133XC4G10-2X (2x4GB),DIMM,Unbuffered,non-ECC,4 GiByte,,,1.65v,DDR3-2133,10-11-11-30,,hynix/SK hynix,,hynix/SK hynix H5TQ2G83CFR-H9C,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-2200 XPG Plus v2.0 AX3U2200PB2G8-DP2 (2x2GB),DIMM,Unbuffered,non-ECC,2 GiByte,,,1.65v,DDR3-2200,8-8-8-24,,Elpida,,"Elpida MGH-E Hyper, Elpida MNH-E Hyper",N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-2400 Gaming Series v2.0 AX3U2400GC4G10-DG2 (2x4GB),DIMM,Unbuffered,non-ECC,4 GiByte,,,1.65v,DDR3-2400,10-12-12-31,,Samsung,,Samsung K4B2G0846D-HCH9,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
