model,mdtyp,rgtyp,errcd,mdcap,orgzn,iccap,icvlt,rtdsp,tming,icpkg,icmfg,icbnd,icmdl,rgvnd,flvnd,pcvnd,notes,insrc
DDR3-1600 Black Dragon GB34GB1600C7DC (2x2GB),DIMM,Unbuffered,non-ECC,2 GiB,,,1.9V,DDR3-1600,7-7-7-24,,Powerchip,,Powerchip,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-1600 Black Dragon GB34GB1600C8DC (2x2GB),DIMM,Unbuffered,non-ECC,2 GiB,,,1.9V,DDR3-1600,8-8-8-28,,Powerchip,,Powerchip,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-1600 Black Dragon GB38GB1600C7QC (4x2GB),DIMM,Unbuffered,non-ECC,2 GiB,,,1.65v,DDR3-1600,7-7-7-24,,Powerchip,,Powerchip,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-1600 Enhance Corsa GEC38GB1600C9DC (2x4GB),DIMM,Unbuffered,non-ECC,4 GiB,,,1.5V,DDR3-1600,9-9-9-28,,Elpida,,Elpida BCSE-DJ-F,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-1600 EVO ONE GE32GB1600C7DC (2x2GB),DIMM,Unbuffered,non-ECC,2 GiB,,,1.65v,DDR3-1600,7-7-7-24,,Elpida,,Elpida BBSE-DJ-F,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-1800 EVO ONE GE36GB1800C8TC (3x2GB),DIMM,Unbuffered,non-ECC,2 GiB,,,1.65v,DDR3-1800,8-8-8-28,,Elpida,,,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-2000 Black Dragon GB36GB2000C9TC (3x2GB),DIMM,Unbuffered,non-ECC,2 GiB,,,1.65v,DDR3-2000,9-9-9-28,,Powerchip,,Powerchip,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-2000 C6 EVO TWO GET32GB2000C6DC (2x1GB),DIMM,Unbuffered,non-ECC,1 GiB,,,1.65v,DDR3-2000,6-9-6-24,,Powerchip,,Powerchip,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-2000 C6 EVO TWO GET34GB2000C6DC (2x2GB),DIMM,Unbuffered,non-ECC,2 GiB,,,1.65v,DDR3-2000,6-9-6-24,,Powerchip,,Powerchip,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-2133 Black Dragon GB34GB2133C9DC (2x2GB),DIMM,Unbuffered,non-ECC,2 GiB,,,1.65v,DDR3-2133,9-9-9-28,,Powerchip,,Powerchip,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-2133 Evo Corsa GOC38GB2133C9ADC (2x4GB),DIMM,Unbuffered,non-ECC,4 GiB,,,1.65v,DDR3-2133,9-11-9-28,,hynix/SK hynix,,hynix/SK hynix H5TQ2G83BFR-H9C,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-2133 Ultra SeriesGU34GB2133C9DC (2x2GB),DIMM,Unbuffered,non-ECC,2 GiB,,,1.65v,DDR3-2133,9-9-9-28,,"Powerchip, Elpida",,ElpidaPowerchip,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-2133 EVO ONE GE38GB2133C9QC (4x2GB),DIMM,Unbuffered,non-ECC,2 GiB,,,1.65v,DDR3-2133,9-9-9-28,,Elpida,,,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-2133 EVO TWO GET38GB2133C9DC (2x4GB),DIMM,Unbuffered,non-ECC,4 GiB,,,1.65v,DDR3-2133,9-10-9-28,,hynix/SK hynix,,hynix/SK hynix H5TQ2G83BFR-H9C,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-2133 Evo Veloce GEV38GB2133C10ADC (2x4GB),DIMM,Unbuffered,non-ECC,4 GiB,,,1.5V,DDR3-2133,10-11-11-30,,hynix/SK hynix,,hynix/SK hynix H5TQ2G83CFR-PBC,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-2200 EVO TWO GET34GB2200C9DC (2x2GB),DIMM,Unbuffered,non-ECC,2 GiB,,,1.65v,DDR3-2200,9-10-9-XX,,Powerchip,,Powerchip XDZ092A3G-A,N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
DDR3-2400 Evo Corsa GOC316GB2400C11QC (4x4GB),DIMM,Unbuffered,non-ECC,4 GiB,,,1.65v,DDR3-2400,11-11-11-30,,"hynix/SK hynix, Samsung",,"Samsung K4B2G0846D-HCH9, hynix/SK hynix H5TQ2G83CFR-H9C",N/A,,,,https://web.archive.org/web/20160515160658/http://ramlist.i4memory.com:80/ddr3/
