model,mdtyp,rgtyp,errcd,mdcap,orgzn,iccap,icvlt,rtdsp,tming,icpkg,icmfg,icbnd,icmdl,rgvnd,flvnd,pcvnd,notes,insrc
Ballistix BLM2K8G44C19U4R,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.4v,DDR4-4400,19-19-19-46,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BLM2K8G44C19U4W,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.4v,DDR4-4400,19-19-19-46,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BLM16G44C19U4B,DIMM,Unbuffered,non-ECC,16 GiByte,1Rx8,16 Gibit,1.4v,DDR4-4400,19-19-19-46,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BLM16G44C19U4R,DIMM,Unbuffered,non-ECC,16 GiByte,1Rx8,16 Gibit,1.4v,DDR4-4400,19-19-19-46,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BLM16G44C19U4W,DIMM,Unbuffered,non-ECC,16 GiByte,1Rx8,16 Gibit,1.4v,DDR4-4400,19-19-19-46,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BLM2K16G44C19U4B,DIMM,Unbuffered,non-ECC,16 GiByte,1Rx8,16 Gibit,1.4v,DDR4-4400,19-19-19-46,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BLM2K16G44C19U4R,DIMM,Unbuffered,non-ECC,16 GiByte,1Rx8,16 Gibit,1.4v,DDR4-4400,19-19-19-46,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BLM2K16G44C19U4W,DIMM,Unbuffered,non-ECC,16 GiByte,1Rx8,16 Gibit,1.4v,DDR4-4400,19-19-19-46,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BLM8G40C18U4B,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-4000,18-19-19-39,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BLM8G40C18U4R,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-4000,18-19-19-39,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BLM8G40C18U4W,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-4000,18-19-19-39,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BLM2K8G40C18U4B,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-4000,18-19-19-39,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BLM2K8G40C18U4R,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-4000,18-19-19-39,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BLM2K8G40C18U4W,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-4000,18-19-19-39,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BLM8G40C18U4BL,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-4000,18-19-19-39,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BLM8G40C18U4RL,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-4000,18-19-19-39,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BLM8G40C18U4WL,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-4000,18-19-19-39,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BLM2K8G40C18U4BL,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-4000,18-19-19-39,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BLM2K8G40C18U4RL,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-4000,18-19-19-39,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BLM2K8G40C18U4WL,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-4000,18-19-19-39,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BLM16G40C18U4B,DIMM,Unbuffered,non-ECC,16 GiByte,1Rx8,16 Gibit,1.35v,DDR4-4000,18-19-19-39,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BLM16G40C18U4R,DIMM,Unbuffered,non-ECC,16 GiByte,1Rx8,16 Gibit,1.35v,DDR4-4000,18-19-19-39,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BLM16G40C18U4W,DIMM,Unbuffered,non-ECC,16 GiByte,1Rx8,16 Gibit,1.35v,DDR4-4000,18-19-19-39,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BLM2K16G40C18U4B,DIMM,Unbuffered,non-ECC,16 GiByte,1Rx8,16 Gibit,1.35v,DDR4-4000,18-19-19-39,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BLM2K16G40C18U4R,DIMM,Unbuffered,non-ECC,16 GiByte,1Rx8,16 Gibit,1.35v,DDR4-4000,18-19-19-39,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BLM2K16G40C18U4W,DIMM,Unbuffered,non-ECC,16 GiByte,1Rx8,16 Gibit,1.35v,DDR4-4000,18-19-19-39,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BLM16G40C18U4BL,DIMM,Unbuffered,non-ECC,16 GiByte,1Rx8,16 Gibit,1.35v,DDR4-4000,18-19-19-39,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BLM16G40C18U4RL,DIMM,Unbuffered,non-ECC,16 GiByte,1Rx8,16 Gibit,1.35v,DDR4-4000,18-19-19-39,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BLM16G40C18U4WL,DIMM,Unbuffered,non-ECC,16 GiByte,1Rx8,16 Gibit,1.35v,DDR4-4000,18-19-19-39,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BLM2K16G40C18U4BL,DIMM,Unbuffered,non-ECC,16 GiByte,1Rx8,16 Gibit,1.35v,DDR4-4000,18-19-19-39,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BLM2K16G40C18U4RL,DIMM,Unbuffered,non-ECC,16 GiByte,1Rx8,16 Gibit,1.35v,DDR4-4000,18-19-19-39,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BLM2K16G40C18U4WL,DIMM,Unbuffered,non-ECC,16 GiByte,1Rx8,16 Gibit,1.35v,DDR4-4000,18-19-19-39,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BL8G36C16U4B,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-3600,16-18-18-38,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BL8G36C16U4R,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-3600,16-18-18-38,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BL8G36C16U4W,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-3600,16-18-18-38,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BL2K8G36C16U4B,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-3600,16-18-18-38,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BL2K8G36C16U4R,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-3600,16-18-18-38,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BL2K8G36C16U4W,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-3600,16-18-18-38,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BL8G36C16U4BL,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-3600,16-18-18-38,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BL8G36C16U4RL,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-3600,16-18-18-38,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BL8G36C16U4WL,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-3600,16-18-18-38,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BL2K8G36C16U4BL2K,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-3600,16-18-18-38,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BL2K8G36C16U4RL,DIMM,Unbuffered,non-ECC,8 GiByte,2Rx8,4 Gibit,1.35v,DDR4-3600,16-18-18-38,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BL2K8G36C16U4WL,DIMM,Unbuffered,non-ECC,8 GiByte,2Rx8,4 Gibit,1.35v,DDR4-3600,16-18-18-38,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BL16G36C16U4BL,DIMM,Unbuffered,non-ECC,16 GiByte,2Rx8,8 Gibit,1.35v,DDR4-3600,16-18-18-38,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BL16G36C16U4RL,DIMM,Unbuffered,non-ECC,16 GiByte,2Rx8,8 Gibit,1.35v,DDR4-3600,16-18-18-38,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BL16G36C16U4WL,DIMM,Unbuffered,non-ECC,16 GiByte,2Rx8,8 Gibit,1.35v,DDR4-3600,16-18-18-38,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BL2K16G36C16U4BL2K,DIMM,Unbuffered,non-ECC,16 GiByte,2Rx8,8 Gibit,1.35v,DDR4-3600,16-18-18-38,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BL2K16G36C16U4RL,DIMM,Unbuffered,non-ECC,16 GiByte,2Rx8,8 Gibit,1.35v,DDR4-3600,16-18-18-38,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BL2K16G36C16U4WL,DIMM,Unbuffered,non-ECC,16 GiByte,2Rx8,8 Gibit,1.35v,DDR4-3600,16-18-18-38,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BL16G36C16U4B,DIMM,Unbuffered,non-ECC,16 GiByte,2Rx8,8 Gibit,1.35v,DDR4-3600,16-18-18-38,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BL16G36C16U4R,DIMM,Unbuffered,non-ECC,16 GiByte,2Rx8,8 Gibit,1.35v,DDR4-3600,16-18-18-38,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BL16G36C16U4W,DIMM,Unbuffered,non-ECC,16 GiByte,2Rx8,8 Gibit,1.35v,DDR4-3600,16-18-18-38,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BL2K16G36C16U4B,DIMM,Unbuffered,non-ECC,16 GiByte,2Rx8,8 Gibit,1.35v,DDR4-3600,16-18-18-38,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BL2K16G36C16U4R,DIMM,Unbuffered,non-ECC,16 GiByte,2Rx8,8 Gibit,1.35v,DDR4-3600,16-18-18-38,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BL2K16G36C16U4W,DIMM,Unbuffered,non-ECC,16 GiByte,2Rx8,8 Gibit,1.35v,DDR4-3600,16-18-18-38,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BL32G36C16U4B,DIMM,Unbuffered,non-ECC,32 GiByte,2Rx8,16 Gibit,1.35v,DDR4-3600,16-18-18-38,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BL32G36C16URB,DIMM,Unbuffered,non-ECC,32 GiByte,2Rx8,16 Gibit,1.35v,DDR4-3600,16-18-18-38,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BL32G36C16UWB,DIMM,Unbuffered,non-ECC,32 GiByte,2Rx8,16 Gibit,1.35v,DDR4-3600,16-18-18-38,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BL2K32G36C16U4B,DIMM,Unbuffered,non-ECC,32 GiByte,2Rx8,16 Gibit,1.35v,DDR4-3600,16-18-18-38,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BL2K32G36C16URB,DIMM,Unbuffered,non-ECC,32 GiByte,1Rx8,16 Gibit,1.35v,DDR4-3600,16-18-18-38,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BL2K32G36C16UWB,DIMM,Unbuffered,non-ECC,32 GiByte,1Rx8,16 Gibit,1.35v,DDR4-3600,16-18-18-38,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BL8G32C16U4B,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-3200,16-18-18-36,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BL8G32C16U4R,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-3200,16-18-18-36,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BL8G32C16U4W,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-3200,16-18-18-36,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BL2K8G32C16U4B,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-3200,16-18-18-36,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BL2K8G32C16U4R,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-3200,16-18-18-36,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BL2K8G32C16U4W,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-3200,16-18-18-36,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BL8G32C16U4BL,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-3200,16-18-18-36,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BL8G32C16U4RL,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-3200,16-18-18-36,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BL8G32C16U4WL,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-3200,16-18-18-36,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BL2K8G32C16U4BL2K,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-3200,16-18-18-36,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BL2K8G32C16U4RL,DIMM,Unbuffered,non-ECC,8 GiByte,2Rx8,4 Gibit,1.35v,DDR4-3200,16-18-18-36,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BL2K8G32C16U4WL,DIMM,Unbuffered,non-ECC,8 GiByte,2Rx8,4 Gibit,1.35v,DDR4-3200,16-18-18-36,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BL16G32C16U4B,DIMM,Unbuffered,non-ECC,16 GiByte,2Rx8,8 Gibit,1.35v,DDR4-3200,16-18-18-36,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BL16G32C16U4R,DIMM,Unbuffered,non-ECC,16 GiByte,2Rx8,8 Gibit,1.35v,DDR4-3200,16-18-18-36,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BL16G32C16U4W,DIMM,Unbuffered,non-ECC,16 GiByte,2Rx8,8 Gibit,1.35v,DDR4-3200,16-18-18-36,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BL2K16G32C16U4B,DIMM,Unbuffered,non-ECC,16 GiByte,2Rx8,8 Gibit,1.35v,DDR4-3200,16-18-18-36,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BL2K16G32C16U4R,DIMM,Unbuffered,non-ECC,16 GiByte,2Rx8,8 Gibit,1.35v,DDR4-3200,16-18-18-36,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BL2K16G32C16U4W,DIMM,Unbuffered,non-ECC,16 GiByte,2Rx8,8 Gibit,1.35v,DDR4-3200,16-18-18-36,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BL16G32C16U4BL,DIMM,Unbuffered,non-ECC,16 GiByte,2Rx8,8 Gibit,1.35v,DDR4-3200,16-18-18-36,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
