model,mdtyp,rgtyp,errcd,mdcap,orgzn,iccap,icvlt,rtdsp,tming,icpkg,icmfg,icbnd,icmdl,rgvnd,flvnd,pcvnd,notes,insrc
Ballistix BLS4G4D26BFSC.8FD2 BG112XX.RQ,DIMM,Unbuffered,non-ECC,4 GiByte,1Rx8,4 Gibit,1.2v,DDR4-2666,16-18-18-38,,Micron,Micron,Rev.D,N/A,,,Possibly 8 Gibit dies configured as 4 Gibit,PauloOoO#3731 via Discord
CT4K4G4DFS8213.C8FAD1 (4x4GB),DIMM,Unbuffered,non-ECC,4 GiByte,1Rx8,4 Gibit,1.2v,PC4-17066,15-15-15-36,,Micron,Micron,Micron C9BDG,N/A,,,,i4memory RAM List https://web.archive.org/web/20160515151107/http://ramlist.i4memory.com/ddr4/
Ballistix Elite BLE4C4G4D26AFEA.8FAD (4x4GB),DIMM,Unbuffered,non-ECC,4 GiByte,1Rx8,4 Gibit,1.2v,PC4-21300,16-17-17-36,,Micron,Micron,Micron D9RGx,N/A,,,,i4memory RAM List https://web.archive.org/web/20160515151107/http://ramlist.i4memory.com/ddr4/
Ballistix Red BL8G30C15U4R.M8FE,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-3000,15-16-16-35-69,,Micron,Micron,C9BJZ (CT40A1G8SA-062M:E),N/A,,,,CrazyblocksTechnologies Computer Laboratories via Thaiphoon Burner 16.7.0.3 Build 0109
Ballistix BLM8G51C19U4B,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.45v,DDR4-5100,19-23-23-43,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BLM8G51C19U4B,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.5v,DDR4-5100,19-26-26-48,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BLM8G44C19U4B,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.4v,DDR4-4400,19-19-19-46,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BLM8G44C19U4R,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.4v,DDR4-4400,19-19-19-46,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BLM8G44C19U4W,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.4v,DDR4-4400,19-19-19-46,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
Ballistix BLM2K8G44C19U4B,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.4v,DDR4-4400,19-19-19-46,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
