model,mdtyp,rgtyp,errcd,mdcap,orgzn,iccap,icvlt,rtdsp,tming,icpkg,icmfg,icbnd,icmdl,rgvnd,flvnd,pcvnd,notes,insrc
PC4-26400 Ripjaws 4 F4-3300C16Q-16GRKD (4x4GB),DIMM,Unbuffered,non-ECC,4 GiByte,,,1.35v,DDR4-3300,16-16-16-36,,SK hynix,,SK hynix H5AN4G8NMFR-TFC,N/A,,,,i4memory RAM List https://web.archive.org/web/20160515151107/http://ramlist.i4memory.com/ddr4/ 
Code: 04240X4810D after August 2017,DIMM,Unbuffered,non-ECC,,,4 Gibit,,,,,Samsung,,D-die,N/A,,,,http://www.xtremesystems.org/forums/showthread.php?283666-Figuring-out-G-Skill-s-SNs
Code: 04213X4810E after August 2017,DIMM,Unbuffered,non-ECC,,,4 Gibit,,,,,Samsung,,E-die,N/A,,,,http://www.xtremesystems.org/forums/showthread.php?283666-Figuring-out-G-Skill-s-SNs
Code: 04240M4810E after August 2017,DIMM,Unbuffered,non-ECC,,,4 Gibit,,,,,Samsung,,E-die,N/A,,,,http://www.xtremesystems.org/forums/showthread.php?283666-Figuring-out-G-Skill-s-SNs
Code: 04213X8810B after August 2017,DIMM,Unbuffered,non-ECC,,,8 Gibit,,,,,Samsung,,B-die,N/A,,,,http://www.xtremesystems.org/forums/showthread.php?283666-Figuring-out-G-Skill-s-SNs
Code: 04240M8410C after August 2017,DIMM,Unbuffered,non-ECC,,,8 Gibit,,,,,Samsung,,C-die,N/A,,,,http://www.xtremesystems.org/forums/showthread.php?283666-Figuring-out-G-Skill-s-SNs
Code: 04266M8410C after August 2017,DIMM,Unbuffered,non-ECC,,,8 Gibit,,,,,Samsung,,C-die,N/A,,,,http://www.xtremesystems.org/forums/showthread.php?283666-Figuring-out-G-Skill-s-SNs
Code: 04240M8810C after August 2017,DIMM,Unbuffered,non-ECC,,,8 Gibit,,,,,Samsung,,C-die,N/A,,,,http://www.xtremesystems.org/forums/showthread.php?283666-Figuring-out-G-Skill-s-SNs
Code: 04213X4820A after August 2017,DIMM,Unbuffered,non-ECC,,,4 Gibit,,,,,SK hynix,,AFR,N/A,,,,http://www.xtremesystems.org/forums/showthread.php?283666-Figuring-out-G-Skill-s-SNs
Code: 04240X4820B after August 2017,DIMM,Unbuffered,non-ECC,,,4 Gibit,,,,,SK hynix,,BJR,N/A,,,,http://www.xtremesystems.org/forums/showthread.php?283666-Figuring-out-G-Skill-s-SNs
Code: 04240H48211 after August 2017,DIMM,Unbuffered,non-ECC,,,4 Gibit,,,,,SK hynix,,1JR,N/A,,,,http://www.xtremesystems.org/forums/showthread.php?283666-Figuring-out-G-Skill-s-SNs
Code: 04213X8821M after August 2017,DIMM,Unbuffered,non-ECC,,,8 Gibit,,,,,SK hynix,,M,N/A,,,,http://www.xtremesystems.org/forums/showthread.php?283666-Figuring-out-G-Skill-s-SNs
Code: 04213X8821A after August 2017,DIMM,Unbuffered,non-ECC,,,8 Gibit,,,,,SK hynix,,A,N/A,,,,http://www.xtremesystems.org/forums/showthread.php?283666-Figuring-out-G-Skill-s-SNs
Code: 04213X8821C after August 2017,DIMM,Unbuffered,non-ECC,,,8 Gibit,,,,,SK hynix,,CJR,N/A,,,,http://www.xtremesystems.org/forums/showthread.php?283666-Figuring-out-G-Skill-s-SNs
Code: 04213X8821D after August 2017,DIMM,Unbuffered,non-ECC,,,8 Gibit,,,,,SK hynix,,DJR,N/A,,,,http://www.xtremesystems.org/forums/showthread.php?283666-Figuring-out-G-Skill-s-SNs
Code: 04266X8820J after August 2017,DIMM,Unbuffered,non-ECC,,,8 Gibit,,,,,SK hynix,,JJR,N/A,,,,http://www.xtremesystems.org/forums/showthread.php?283666-Figuring-out-G-Skill-s-SNs
Code: 04213X8825J after August 2017,DIMM,Unbuffered,non-ECC,,,8 Gibit,,,,,SK hynix,,J,N/A,,,,http://www.xtremesystems.org/forums/showthread.php?283666-Figuring-out-G-Skill-s-SNs
Code: 04266XS820M after August 2017,DIMM,Unbuffered,non-ECC,,,16 Gibit,,,,,SK hynix,,MJR,N/A,,,,http://www.xtremesystems.org/forums/showthread.php?283666-Figuring-out-G-Skill-s-SNs
Code: 04240BS821C after August 2017,DIMM,Unbuffered,non-ECC,,,16 Gibit,,,,,SK hynix,,CJR,N/A,,,,http://www.xtremesystems.org/forums/showthread.php?283666-Figuring-out-G-Skill-s-SNs
Code: 04320XS826A after August 2017,DIMM,Unbuffered,non-ECC,,,16 Gibit,,,,,SK hynix,,AJR,N/A,,,,http://www.xtremesystems.org/forums/showthread.php?283666-Figuring-out-G-Skill-s-SNs
Code: 04240H4833A after August 2017,DIMM,Unbuffered,non-ECC,,,4 Gibit,,,,,Micron/SpecTek,,A-die,N/A,,,,http://www.xtremesystems.org/forums/showthread.php?283666-Figuring-out-G-Skill-s-SNs
Code: 04213X4841A after August 2017,DIMM,Unbuffered,non-ECC,,,4 Gibit,,,,,PSC/Powerchip,,A-die,N/A,,,,"http://www.xtremesystems.org/forums/showthread.php?283666-Figuring-out-G-Skill-s-SNs , previousslayer#2359 via Discord"
F4-4600C19D-16GTZKKA,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.45v,DDR4-4600,19-19-19-39,,Samsung,Samsung,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
F4-4600C18D-16GTZR,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.45v,DDR4-4600,18-22-22-42,,Samsung,Samsung,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
F4-4500C19D-16GTZKKE,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.45v,DDR4-4500,19-19-19-39,,Samsung,Samsung,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
F4-4400C19D-16GTZSW,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.4v,DDR4-4400,19-19-19-39,,Samsung,Samsung,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
F4-4266C19D-16GTZA,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.4v,DDR4-4266,19-19-19-39,,Samsung,Samsung,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
F4-4266C19D-16GTZAR,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.4v,DDR4-4266,19-19-19-39,,Samsung,Samsung,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
F4-4266C17Q-32GTZR,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.45v,DDR4-4266,17-18-18-38,,Samsung,Samsung,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
F4-4133C19D-16GTZA,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-4133,19-21-21-41,,Samsung,Samsung,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
F4-4133C19D-16GTZKW,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-4133,19-21-21-41,,Samsung,Samsung,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
F4-4133C19D-16GTZC,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-4133,19-19-19-39,,Samsung,Samsung,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
F4-4133C19D-16GTZR,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-4133,19-19-19-39,,Samsung,Samsung,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
F4-4133C19Q-32GTZRF,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.4v,DDR4-4133,19-21-21-41,,Samsung,Samsung,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
F4-4133C17Q-32GTZR,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.4v,DDR4-4133,17-17-17-37,,Samsung,Samsung,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
F4-4000C19D-16GTZSW,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-4000,19-21-21-41,,Samsung,Samsung,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
F4-4000C18Q-32GTZ,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-4000,18-19-19-39,,Samsung,Samsung,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
F4-4000C18D-16GTZ,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-4000,18-19-19-39,,Samsung,Samsung,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
F4-4000C18D-16GTZR,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-4000,18-19-19-39,,Samsung,Samsung,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
F4-4000C18Q2-64GTZR,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-4000,18-19-19-39,,Samsung,Samsung,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
F4-4000C18Q-32GVK,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-4000,18-22-22-42,,,,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
F4-4000C19D-32GTZR,DIMM,Unbuffered,non-ECC,16 GiByte,2Rx8,8 Gibit,1.35v,DDR4-4000,19-19-19-39,,Samsung,Samsung,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
F4-3866C18Q-32GTZR,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-3866,18-19-19-39,,Samsung,Samsung,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
F4-3800C14Q-32GTZN,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.5v,DDR4-3800,14-16-16-36,,Samsung,Samsung,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
F4-3866C18D-32GTZR,DIMM,Unbuffered,non-ECC,16 GiByte,2Rx8,8 Gibit,1.35v,DDR4-3866,18-18-18-38,,Samsung,Samsung,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
F4-3733C17Q-64GTZR,DIMM,Unbuffered,non-ECC,16 GiByte,2Rx8,8 Gibit,1.35v,DDR4-3733,17-19-19-39,,Samsung,Samsung,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
F4-3600C17Q-32GVK,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-3600,17-18-18-38,,,,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
F4-3600C16D-16GVK,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-3600,16-16-16-36,,,,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
F4-3600C16Q-32GFX,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-3600,16-18-18-38,,,,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
F4-3600C17Q-32GTZR,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-3600,17-18-18-38,,,,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
F4-3600C18D-16GTZRX,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-3600,18-22-22-42,,,,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
F4-3600C16Q-32GTZNC,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-3600,16-19-19-39,,,,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
F4-3600C18Q-32GVK,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-3600,18-22-22-42,,Samsung,Samsung,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
F4-3600C16Q-32GVKC,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-3600,16-19-19-39,,SK hynix,SK hynix,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
F4-3600C17Q-64GTZ,DIMM,Unbuffered,non-ECC,16 GiByte,2Rx8,8 Gibit,1.35v,DDR4-3600,17-19-19-39,,,,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
F4-3600C16Q-64GTZR,DIMM,Unbuffered,non-ECC,16 GiByte,2Rx8,8 Gibit,1.35v,DDR4-3600,16-16-16-36,,,,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
F4-3600C16Q-64GTZRC,DIMM,Unbuffered,non-ECC,16 GiByte,2Rx8,8 Gibit,1.35v,DDR4-3600,16-19-19-39,,,,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
F4-3600C18Q-64GVK,DIMM,Unbuffered,non-ECC,16 GiByte,2Rx8,8 Gibit,1.35v,DDR4-3600,18-22-22-42,,Samsung,Samsung,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
F4-3600C16Q-64GVKC,DIMM,Unbuffered,non-ECC,16 GiByte,2Rx8,8 Gibit,1.35v,DDR4-3600,16-19-19-39,,SK hynix,SK hynix,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
F4-3600C18Q-128GVK,DIMM,Unbuffered,non-ECC,32 GiByte,2Rx8,16 Gibit,1.35v,DDR4-3600,18-22-22-42,,Samsung,Samsung,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
F4-3400C16Q-32GTZ,DIMM,Unbuffered,non-ECC,8 GiByte,2Rx8,4 Gibit,1.35v,DDR4-3400,16-18-18-38,,,,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
F4-3400C16Q2-64GTZ,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-3400,16-18-18-38,,Samsung,Samsung,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
F4-3466C16Q2-64GTZ,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-3466,16-18-18-38,,Samsung,Samsung,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
F4-3400C16D-16GVK,DIMM,Unbuffered,non-ECC,8 GiByte,2Rx8,4 Gibit,1.35v,DDR4-3400,16-18-18-38,,,,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
F4-3466C16D-16GFX,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-3466,16-16-16-36,,,,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
F4-3400C16D-16GSXW,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-3400,16-16-16-36,,,,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
F4-3400C16Q-64GVK,DIMM,Unbuffered,non-ECC,16 GiByte,2Rx8,8 Gibit,1.35v,DDR4-3400,16-16-16-36,,Samsung,Samsung,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
F4-3466C16Q-64GTZ,DIMM,Unbuffered,non-ECC,16 GiByte,2Rx8,8 Gibit,1.35v,DDR4-3466,16-18-18-38,,Samsung,Samsung,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
F4-3466C16Q-64GTZ,DIMM,Unbuffered,non-ECC,16 GiByte,2Rx8,8 Gibit,1.35v,DDR4-3466,16-18-18-38,,,,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
F4-3300C16Q2-64GTZSW,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-3300,16-16-16-36,,Samsung,Samsung,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
F4-3300C16Q2-128GTZ,DIMM,Unbuffered,non-ECC,16 GiByte,2Rx8,8 Gibit,1.35v,DDR4-3300,16-16-16-36,,Samsung,Samsung,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
F4-3200C16Q-16GRK,DIMM,Unbuffered,non-ECC,4 GiByte,1Rx8,4 Gibit,1.35v,DDR4-3200,16-16-16-36,,,,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
F4-3200C16Q-32GVK,DIMM,Unbuffered,non-ECC,8 GiByte,2Rx8,4 Gibit,1.35v,DDR4-3200,16-16-16-36,,,,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
F4-3200C16D-16GVKB,DIMM,Unbuffered,non-ECC,8 GiByte,2Rx8,4 Gibit,1.35v,DDR4-3200,16-18-18-38,,,,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
F4-3200C14Q2-64GVK,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-3200,14-14-14-34,,Samsung,Samsung,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
F4-3200C15Q2-64GVR,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-3200,15-15-15-35,,Samsung,Samsung,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
F4-3200C14Q-32GFX,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-3200,14-14-14-34,,,,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
F4-3200C16Q-32GTZR,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-3200,16-18-18-38,,,,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
F4-3200C16Q-64GVK,DIMM,Unbuffered,non-ECC,16 GiByte,2Rx8,8 Gibit,1.35v,DDR4-3200,16-18-18-38,,Samsung,Samsung,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
F4-3200C14Q-64GVK,DIMM,Unbuffered,non-ECC,16 GiByte,2Rx8,8 Gibit,1.35v,DDR4-3200,14-14-14-34,,Samsung,Samsung,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
F4-3200C14Q2-128GTZ,DIMM,Unbuffered,non-ECC,16 GiByte,2Rx8,8 Gibit,1.35v,DDR4-3200,14-14-14-34,,Samsung,Samsung,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
F4-3200C16Q-128GVK,DIMM,Unbuffered,non-ECC,32 GiByte,2Rx8,16 Gibit,1.35v,DDR4-3200,16-18-18-38,,,,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
F4-3000C15Q-16GVR,DIMM,Unbuffered,non-ECC,4 GiByte,1Rx8,4 Gibit,1.35v,DDR4-3000,15-15-15-35,,,,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
F4-3000C15Q-32GRK,DIMM,Unbuffered,non-ECC,8 GiByte,2Rx8,4 Gibit,1.35v,DDR4-3000,15-15-15-35,,,,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
F4-3000C15Q2-64GVR,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-3000,15-15-15-35,,,,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
F4-3000C16D-16GTZR,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-3000,16-18-18-38,,,,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
F4-3000C14Q2-128GVKD,DIMM,Unbuffered,non-ECC,16 GiByte,2Rx8,8 Gibit,1.35v,DDR4-3000,14-14-14-34,,,,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
F4-2800C15Q2-64GRK,DIMM,Unbuffered,non-ECC,8 GiByte,2Rx8,4 Gibit,1.25v,DDR4-2800,15-16-16-35,,,,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
