model,mdtyp,rgtyp,errcd,mdcap,orgzn,iccap,icvlt,rtdsp,tming,icpkg,icmfg,icbnd,icmdl,rgvnd,flvnd,pcvnd,notes,insrc
F4-3200C14D-32GTZKW 04213X8810B,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35V,DDR4-3200,14-14-14-34,,Samsung,,B-die,N/A,,,,PauloOoO#3731 via Discord
F4-2666C19S-8GNT 04213X8825J,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.2v,DDR4-2666,CL19,,SK hynix,G.Skill,"J-die, DR 1GM8GE15 2108 (Week 8, 2021) CD79",N/A,,,,Krazycrafter#5548 via Discord
Ripjaws 4 F4-2400C14Q-16GRK (4x4GB),DIMM,Unbuffered,non-ECC,4 GiByte,,,1.2v,DDR4-2400,14-14-14-34,,Samsung,,Samsung K4A4G085WD-BCPB,N/A,,,,i4memory RAM List https://web.archive.org/web/20160515151107/http://ramlist.i4memory.com/ddr4/ 
Ripjaws 4 F4-2400C15Q-32GRK (4x8GB),DIMM,Unbuffered,non-ECC,8 GiByte,,,1.2v,DDR4-2400,15-15-15-35,,Samsung,,"Samsung K4A4G085WD-BCPB, SK hynix H5AN4G8NMFR-TFC",N/A,,,,i4memory RAM List https://web.archive.org/web/20160515151107/http://ramlist.i4memory.com/ddr4/ 
Ripjaws 4 F4-2400C15Q-32GRR (4x8GB),DIMM,Unbuffered,non-ECC,8 GiByte,,,1.2v,DDR4-2400,15-15-15-35,,Samsung,,Samsung K4A4G085WD-BCPB,N/A,,,,i4memory RAM List https://web.archive.org/web/20160515151107/http://ramlist.i4memory.com/ddr4/ 
PC4-24000 Ripjaws 4 F4-3000C15Q-16GRBB (4x4GB),DIMM,Unbuffered,non-ECC,4 GiByte,,,1.35v,DDR4-3000,15-16-16-35,,Samsung,,Samsung K4A4G085WD-BCPB,N/A,,,,i4memory RAM List https://web.archive.org/web/20160515151107/http://ramlist.i4memory.com/ddr4/ 
PC4-24000 Ripjaws 4 F4-3000C15Q-16GRK (4x4GB),DIMM,Unbuffered,non-ECC,4 GiByte,,,1.35v,DDR4-3000,15-15-15-35,,SK hynix,,SK hynix H5AN4G8NMFR-TFC,N/A,,,,i4memory RAM List https://web.archive.org/web/20160515151107/http://ramlist.i4memory.com/ddr4/ 
PC4-24000 Ripjaws 4 F4-3000C15Q-16GRR (4x4GB),DIMM,Unbuffered,non-ECC,4 GiByte,,,1.35v,DDR4-3000,15-15-15-35,,SK hynix,,SK hynix H5AN4G8NMFR-TFC,N/A,,,,i4memory RAM List https://web.archive.org/web/20160515151107/http://ramlist.i4memory.com/ddr4/ 
PC4-25600 Ripjaws 4 F4-3200C15Q-16GRKD (4x4GB),DIMM,Unbuffered,non-ECC,4 GiByte,,,1.35v,DDR4-3200,15-15-15-35,,SK hynix,,SK hynix H5AN4G8NMFR-TFC,N/A,,,,i4memory RAM List https://web.archive.org/web/20160515151107/http://ramlist.i4memory.com/ddr4/ 
PC4-25600 Ripjaws 4 F4-3200C16Q-16GRKD (4x4GB),DIMM,Unbuffered,non-ECC,4 GiByte,,,1.35v,DDR4-3200,16-16-16-36,,SK hynix,,"SK hynix H5AN4G8NMFR-TFC, Samsung K4A4G085WD-BCPB",N/A,,,,i4memory RAM List https://web.archive.org/web/20160515151107/http://ramlist.i4memory.com/ddr4/ 
