"model","mdtyp","rgtyp","errcd","mdcap","orgzn","iccap","icvlt","rtdsp","tming","icpkg","icmfg","icbnd","icmdl","rgvnd","flvnd","mpmic","pcvnd","notes","insrc"
"KF552C40BBK2-32","DIMM","Unbuffered","non-ECC","16 GiByte","1Rx8","16 Gibit","1.25v","DDR5-5200 (OC) DDR5-4800 (Base)","40-40-40-80",,"Micron","Micron/SpecTek","A","N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
"KF552C40BB-16","DIMM","Unbuffered","non-ECC","16 GiByte","1Rx8","16 Gibit","1.25v","DDR5-5200 (OC) DDR5-4800 (Base)","40-40-40-80",,"Micron","Micron/SpecTek","A","N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
"KF552C40BBAK2-32","DIMM","Unbuffered","non-ECC","16 GiByte","1Rx8","16 Gibit","1.25v","DDR5-5200 (OC) DDR5-4800 (Base)","40-40-40-80",,"Micron","Micron/SpecTek","A","N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
"KF552C40BBA-16","DIMM","Unbuffered","non-ECC","16 GiByte","1Rx8","16 Gibit","1.25v","DDR5-5200 (OC) DDR5-4800 (Base)","40-40-40-80",,"Micron","Micron/SpecTek","A","N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
"KF552C36BBEK2-32","DIMM","Unbuffered","non-ECC","16 GiByte","1Rx8","16 Gibit","1.25v","DDR5-5200 (OC) DDR5-4800 (Base)","36-40-40-80",,"Micron","Micron/SpecTek","A","N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
"KF552C36BBE-16","DIMM","Unbuffered","non-ECC","16 GiByte","1Rx8","16 Gibit","1.25v","DDR5-5200 (OC) DDR5-4800 (Base)","36-40-40-80",,"Micron","Micron/SpecTek","A","N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
"KF552C36BBEAK2-32","DIMM","Unbuffered","non-ECC","16 GiByte","1Rx8","16 Gibit","1.25v","DDR5-5200 (OC) DDR5-4800 (Base)","36-40-40-80",,"Micron","Micron/SpecTek","A","N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
"KF552C36BBEA-16","DIMM","Unbuffered","non-ECC","16 GiByte","1Rx8","16 Gibit","1.25v","DDR5-5200 (OC) DDR5-4800 (Base)","36-40-40-80",,"Micron","Micron/SpecTek","A","N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
"KF552C40BBK2-64","DIMM","Unbuffered","non-ECC","32 GiByte","2Rx8","16 Gibit","1.25v","DDR5-5200 (OC) DDR5-4800 (Base)","40-40-40-80",,"SK hynix","SK hynix","M-die","N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
"KF552C40BB-32","DIMM","Unbuffered","non-ECC","32 GiByte","2Rx8","16 Gibit","1.25v","DDR5-5200 (OC) DDR5-4800 (Base)","40-40-40-80",,"SK hynix","SK hynix","M-die","N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
"KF552C40BBAK2-64","DIMM","Unbuffered","non-ECC","32 GiByte","2Rx8","16 Gibit","1.25v","DDR5-5200 (OC) DDR5-4800 (Base)","40-40-40-80",,"Micron","Micron/SpecTek","A","N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
"KF552C40BBA-32","DIMM","Unbuffered","non-ECC","32 GiByte","2Rx8","16 Gibit","1.25v","DDR5-5200 (OC) DDR5-4800 (Base)","40-40-40-80",,"Micron","Micron/SpecTek","A","N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
"KF552C36BBEAK2-64","DIMM","Unbuffered","non-ECC","32 GiByte","2Rx8","16 Gibit","1.25v","DDR5-5200 (OC) DDR5-4800 (Base)","36-40-40-80",,"Micron","Micron/SpecTek","A","N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
"KF552C36BBEA-32","DIMM","Unbuffered","non-ECC","32 GiByte","2Rx8","16 Gibit","1.25v","DDR5-5200 (OC) DDR5-4800 (Base)","36-40-40-80",,"Micron","Micron/SpecTek","A","N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
"KF552C36BBEK2-64","DIMM","Unbuffered","non-ECC","32 GiByte","2Rx8","16 Gibit","1.25v","DDR5-5200 (OC) DDR5-4800 (Base)","36-40-40-80",,"Micron","Micron/SpecTek","A","N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
"KF552C36BBE-32","DIMM","Unbuffered","non-ECC","32 GiByte","2Rx8","16 Gibit","1.25v","DDR5-5200 (OC) DDR5-4800 (Base)","36-40-40-80",,"Micron","Micron/SpecTek","A","N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
"KF548C38BBK2-16","DIMM","Unbuffered","non-ECC","8 GiByte","1Rx16","16 Gibit","1.1v","DDR5-4800 (OC) DDR5-4800 (Base)","38-38-38-70",,"Micron","Micron/SpecTek","A","N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
"KF548C38BB-8","DIMM","Unbuffered","non-ECC","8 GiByte","1Rx16","16 Gibit","1.1v","DDR5-4800 (OC) DDR5-4800 (Base)","38-38-38-70",,"Micron","Micron/SpecTek","A","N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
"KF548C38BBAK2-16","DIMM","Unbuffered","non-ECC","8 GiByte","1Rx16","16 Gibit","1.1v","DDR5-4800 (OC) DDR5-4800 (Base)","38-38-38-70",,"Micron","Micron/SpecTek","A","N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
"KF548C38BBA-8","DIMM","Unbuffered","non-ECC","8 GiByte","1Rx16","16 Gibit","1.1v","DDR5-4800 (OC) DDR5-4800 (Base)","38-38-38-70",,"Micron","Micron/SpecTek","A","N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
"KF548C38BBK2-32","DIMM","Unbuffered","non-ECC","16 GiByte","1Rx8","16 Gibit","1.1v","DDR5-4800 (OC) DDR5-4800 (Base)","38-38-38-70",,"Micron","Micron/SpecTek","A","N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
"KF548C38BB-16","DIMM","Unbuffered","non-ECC","16 GiByte","1Rx8","16 Gibit","1.1v","DDR5-4800 (OC) DDR5-4800 (Base)","38-38-38-70",,"Micron","Micron/SpecTek","A","N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
"KVR48U40BS8K2-32","DIMM","Unbuffered","non-ECC","16 GiByte","1Rx8","16 Gibit","1.1v","DDR5-4800 (OC) DDR5-4800 (Base)","40-39-39",,"Micron","Micron/SpecTek","A","N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
"KVR48U40BS8-16","DIMM","Unbuffered","non-ECC","16 GiByte","1Rx8","16 Gibit","1.1v","DDR5-4800 (OC) DDR5-4800 (Base)","40-39-39",,"Micron","Micron/SpecTek","A","N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
"KF548C38BBAK2-32","DIMM","Unbuffered","non-ECC","16 GiByte","1Rx8","16 Gibit","1.1v","DDR5-4800 (OC) DDR5-4800 (Base)","38-38-38-70",,"Micron","Micron/SpecTek","A","N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
"KF548C38BBA-16","DIMM","Unbuffered","non-ECC","16 GiByte","1Rx8","16 Gibit","1.1v","DDR5-4800 (OC) DDR5-4800 (Base)","38-38-38-70",,"Micron","Micron/SpecTek","A","N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
"KF548C38BBK2-64","DIMM","Unbuffered","non-ECC","32 GiByte","2Rx8","16 Gibit","1.1v","DDR5-4800 (OC) DDR5-4800 (Base)","38-38-38-70",,"Micron","Micron/SpecTek","A","N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
"KF548C38BB-32","DIMM","Unbuffered","non-ECC","32 GiByte","2Rx8","16 Gibit","1.1v","DDR5-4800 (OC) DDR5-4800 (Base)","38-38-38-70",,"Micron","Micron/SpecTek","A","N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
"KF548C38BBAK2-64","DIMM","Unbuffered","non-ECC","32 GiByte","2Rx8","16 Gibit","1.1v","DDR5-4800 (OC) DDR5-4800 (Base)","38-38-38-70",,"Micron","Micron/SpecTek","A","N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
"KF548C38BBAK2-32","DIMM","Unbuffered","non-ECC","32 GiByte","2Rx8","16 Gibit","1.1v","DDR5-4800 (OC) DDR5-4800 (Base)","38-38-38-70",,"Micron","Micron/SpecTek","A","N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
