"model","mdtyp","rgtyp","errcd","mdcap","orgzn","iccap","icvlt","rtdsp","tming","icpkg","icmfg","icbnd","icmdl","rgvnd","flvnd","mpmic","pcvnd","notes","insrc"
"LD5FU016G-R6000GD2A","DIMM","Unbuffered","non-ECC","16 GiByte","1Rx8","16 Gibit","1.3v","DDR5-6000 (OC) DDR5-4800 (Base)","34-38-38-76",,"SK hynix","SK hynix",,"N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
"LD5FU016G-H6000GNH2G8GA","DIMM","Unbuffered","non-ECC","16 GiByte","1Rx8","16 Gibit","1.3v","DDR5-6000 (OC) DDR5-4800 (Base)","34-38-38-76",,"SK hynix","SK hynix",,"N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
