"model","mdtyp","rgtyp","errcd","mdcap","orgzn","iccap","icvlt","rtdsp","tming","icpkg","icmfg","icbnd","icmdl","rgvnd","flvnd","mpmic","pcvnd","notes","insrc"
"Manta XPrism RGB TMXPL1662836WW-DW","DIMM","Unbuffered","non-ECC","16 GByte","1Rx8","16 Gbit","1.3v","DDR5-6200","36-39-39-76-130",,"SK hynix","SK hynix","H5CG48MEBDX014 (M-die)","N/A","511 8Y1 1ED","Richtek 0D-8MF37",,,"TechPowerUp: https://www.techpowerup.com/review/v-color-manta-xprism-rgb-scc-ddr5-6200-cl36-2x-16-gb/3.html"
"TMXPL1672836WWK","DIMM","Unbuffered","non-ECC","16 GiByte","1Rx8","16 Gibit","1.45v","DDR5-7200 (OC) DDR5-4800 (Base)","36-46-46-105",,"SK hynix","SK hynix",,"N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
"TMXPL1666832KWK","DIMM","Unbuffered","non-ECC","16 GiByte","1Rx8","16 Gibit","1.4v","DDR5-6600 (OC) DDR5-4800 (Base)","32-39-39-102",,"SK hynix","SK hynix",,"N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
"TMXPL1666832WWK","DIMM","Unbuffered","non-ECC","16 GiByte","1Rx8","16 Gibit","1.4v","DDR5-6600 (OC) DDR5-4800 (Base)","32-39-39-102",,"SK hynix","SK hynix",,"N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
"TMXPL1666832SWK","DIMM","Unbuffered","non-ECC","16 GiByte","1Rx8","16 Gibit","1.4v","DDR5-6600 (OC) DDR5-4800 (Base)","32-39-39-102",,"SK hynix","SK hynix",,"N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
"TMXPL1662836KWK","DIMM","Unbuffered","non-ECC","16 GiByte","1Rx8","16 Gibit","1.3v","DDR5-6200 (OC) DDR5-4800 (Base)","36-39-39-76",,"SK hynix","SK hynix",,"N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
"TMXPL1662836WWK","DIMM","Unbuffered","non-ECC","16 GiByte","1Rx8","16 Gibit","1.3v","DDR5-6200 (OC) DDR5-4800 (Base)","36-39-39-76",,"SK hynix","SK hynix",,"N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
"TMXPL1662836SWK","DIMM","Unbuffered","non-ECC","16 GiByte","1Rx8","16 Gibit","1.3v","DDR5-6200 (OC) DDR5-4800 (Base)","36-39-39-76",,"SK hynix","SK hynix",,"N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
"TMXPL1660840WWK","DIMM","Unbuffered","non-ECC","16 GiByte","1Rx8","16 Gibit","1.35v","DDR5-6000 (OC) DDR5-4800 (Base)","40-40-40-84",,"Samsung","Samsung",,"N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
