"model","mdtyp","rgtyp","errcd","mdcap","orgzn","iccap","icvlt","rtdsp","tming","icpkg","icmfg","icbnd","icmdl","rgvnd","flvnd","mpmic","pcvnd","notes","insrc"
"FF3D516G5200HC40C01","DIMM","Unbuffered","non-ECC","16 GiByte","1Rx8","16 Gibit","1.25v","DDR5-5200 (OC) DDR5-4800 (Base)","40-40-40-76",,"Micron","Micron/SpecTek","A","N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
"FF4D516G5200HC40C01","DIMM","Unbuffered","non-ECC","16 GiByte","1Rx8","16 Gibit","1.25v","DDR5-5200 (OC) DDR5-4800 (Base)","40-40-40-76",,"Micron","Micron/SpecTek","A","N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
"FLRD564G5200HC40CDC01","DIMM","Unbuffered","non-ECC","32 GiByte","2Rx8","16 Gibit","1.25v","DDR5-5200 (OC) DDR5-4800 (Base)","40-40-40-76",,"Micron","Micron/SpecTek","A","N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
"FLBD564G5200HC40CDC01","DIMM","Unbuffered","non-ECC","32 GiByte","2Rx8","16 Gibit","1.25v","DDR5-5200 (OC) DDR5-4800 (Base)","40-40-40-76",,"Micron","Micron/SpecTek","A","N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
"FLRD532G5200HC40C01","DIMM","Unbuffered","non-ECC","32 GiByte","2Rx8","16 Gibit","1.25v","DDR5-5200 (OC) DDR5-4800 (Base)","40-40-40-76",,"Micron","Micron/SpecTek","A","N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
"FLBD532G5200HC40C01","DIMM","Unbuffered","non-ECC","32 GiByte","2Rx8","16 Gibit","1.25v","DDR5-5200 (OC) DDR5-4800 (Base)","40-40-40-76",,"Micron","Micron/SpecTek","A","N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
"TED516G4800C40DC016","DIMM","Unbuffered","non-ECC","8 GiByte","1Rx16","16 Gibit","1.1v","DDR5-4800 (OC) DDR5-4800 (Base)","40-40-40-77",,"Micron","Micron/SpecTek","A","N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
"TPBD516G4800C40DC016","DIMM","Unbuffered","non-ECC","8 GiByte","1Rx16","16 Gibit","1.1v","DDR5-4800 (OC) DDR5-4800 (Base)","40-40-40-77",,"Micron","Micron/SpecTek","A","N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
"TPSD516G4800C40DC016","DIMM","Unbuffered","non-ECC","8 GiByte","1Rx16","16 Gibit","1.1v","DDR5-4800 (OC) DDR5-4800 (Base)","40-40-40-77",,"Micron","Micron/SpecTek","A","N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
"TED58G4800C40016","DIMM","Unbuffered","non-ECC","8 GiByte","1Rx16","16 Gibit","1.1v","DDR5-4800 (OC) DDR5-4800 (Base)","40-40-40-77",,"Micron","Micron/SpecTek","A","N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
"TPBD58G4800C40016","DIMM","Unbuffered","non-ECC","8 GiByte","1Rx16","16 Gibit","1.1v","DDR5-4800 (OC) DDR5-4800 (Base)","40-40-40-77",,"Micron","Micron/SpecTek","A","N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
"TPSD58G4800C40016","DIMM","Unbuffered","non-ECC","8 GiByte","1Rx16","16 Gibit","1.1v","DDR5-4800 (OC) DDR5-4800 (Base)","40-40-40-77",,"Micron","Micron/SpecTek","A","N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
"TED516G4800C40DC016","DIMM","Unbuffered","non-ECC","8 GiByte","1Rx16","16 Gibit","1.1v","DDR5-4800 (OC) DDR5-4800 (Base)","40-40-40-77",,"Samsung","Samsung","B","N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
"TPBD516G4800C40DC016","DIMM","Unbuffered","non-ECC","8 GiByte","1Rx16","16 Gibit","1.1v","DDR5-4800 (OC) DDR5-4800 (Base)","40-40-40-77",,"Samsung","Samsung","B","N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
"TPSD516G4800C40DC016","DIMM","Unbuffered","non-ECC","8 GiByte","1Rx16","16 Gibit","1.1v","DDR5-4800 (OC) DDR5-4800 (Base)","40-40-40-77",,"Samsung","Samsung","B","N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
"TED58G4800C40016","DIMM","Unbuffered","non-ECC","8 GiByte","1Rx16","16 Gibit","1.1v","DDR5-4800 (OC) DDR5-4800 (Base)","40-40-40-77",,"Samsung","Samsung","B","N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
"TPBD58G4800C40016","DIMM","Unbuffered","non-ECC","8 GiByte","1Rx16","16 Gibit","1.1v","DDR5-4800 (OC) DDR5-4800 (Base)","40-40-40-77",,"Samsung","Samsung","B","N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
"TPSD58G4800C40016","DIMM","Unbuffered","non-ECC","8 GiByte","1Rx16","16 Gibit","1.1v","DDR5-4800 (OC) DDR5-4800 (Base)","40-40-40-77",,"Samsung","Samsung","B","N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
"FLRD532G4800HC36DC01","DIMM","Unbuffered","non-ECC","16 GiByte","1Rx8","16 Gibit","1.1v","DDR5-4800 (OC) DDR5-4800 (Base)","36-36-36-77",,"Micron","Micron/SpecTek","A","N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
"FLBD532G4800HC36DC01","DIMM","Unbuffered","non-ECC","16 GiByte","1Rx8","16 Gibit","1.1v","DDR5-4800 (OC) DDR5-4800 (Base)","36-36-36-77",,"Micron","Micron/SpecTek","A","N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
"FLRD516G4800HC3601","DIMM","Unbuffered","non-ECC","16 GiByte","1Rx8","16 Gibit","1.1v","DDR5-4800 (OC) DDR5-4800 (Base)","36-36-36-77",,"Micron","Micron/SpecTek","A","N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
"FLBD516G4800HC3601","DIMM","Unbuffered","non-ECC","16 GiByte","1Rx8","16 Gibit","1.1v","DDR5-4800 (OC) DDR5-4800 (Base)","36-36-36-77",,"Micron","Micron/SpecTek","A","N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
"TED532G4800C40DC01","DIMM","Unbuffered","non-ECC","16 GiByte","1Rx8","16 Gibit","1.1v","DDR5-4800 (OC) DDR5-4800 (Base)","40-40-40-77",,"Micron","Micron/SpecTek","A","N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
"TPBD532G4800C40DC01","DIMM","Unbuffered","non-ECC","16 GiByte","1Rx8","16 Gibit","1.1v","DDR5-4800 (OC) DDR5-4800 (Base)","40-40-40-77",,"Micron","Micron/SpecTek","A","N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
"TPSD532G4800C40DC01","DIMM","Unbuffered","non-ECC","16 GiByte","1Rx8","16 Gibit","1.1v","DDR5-4800 (OC) DDR5-4800 (Base)","40-40-40-77",,"Micron","Micron/SpecTek","A","N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
"TED516G4800C4001","DIMM","Unbuffered","non-ECC","16 GiByte","1Rx8","16 Gibit","1.1v","DDR5-4800 (OC) DDR5-4800 (Base)","40-40-40-77",,"Micron","Micron/SpecTek","A","N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
"TPBD516G4800C4001","DIMM","Unbuffered","non-ECC","16 GiByte","1Rx8","16 Gibit","1.1v","DDR5-4800 (OC) DDR5-4800 (Base)","40-40-40-77",,"Micron","Micron/SpecTek","A","N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
"TPSD516G4800C4001","DIMM","Unbuffered","non-ECC","16 GiByte","1Rx8","16 Gibit","1.1v","DDR5-4800 (OC) DDR5-4800 (Base)","40-40-40-77",,"Micron","Micron/SpecTek","A","N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
"TED564G4800C40DC01","DIMM","Unbuffered","non-ECC","32 GiByte","2Rx8","16 Gibit","1.1v","DDR5-4800 (OC) DDR5-4800 (Base)","40-40-40-77",,"Micron","Micron/SpecTek","A","N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
"TPBD564G4800C40DC01","DIMM","Unbuffered","non-ECC","32 GiByte","2Rx8","16 Gibit","1.1v","DDR5-4800 (OC) DDR5-4800 (Base)","40-40-40-77",,"Micron","Micron/SpecTek","A","N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
"TPSD564G4800C40DC01","DIMM","Unbuffered","non-ECC","32 GiByte","2Rx8","16 Gibit","1.1v","DDR5-4800 (OC) DDR5-4800 (Base)","40-40-40-77",,"Micron","Micron/SpecTek","A","N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
"TED532G4800C4001","DIMM","Unbuffered","non-ECC","32 GiByte","2Rx8","16 Gibit","1.1v","DDR5-4800 (OC) DDR5-4800 (Base)","40-40-40-77",,"Micron","Micron/SpecTek","A","N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
"TPBD532G4800C4001","DIMM","Unbuffered","non-ECC","32 GiByte","2Rx8","16 Gibit","1.1v","DDR5-4800 (OC) DDR5-4800 (Base)","40-40-40-77",,"Micron","Micron/SpecTek","A","N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
"TPSD532G4800C4001","DIMM","Unbuffered","non-ECC","32 GiByte","2Rx8","16 Gibit","1.1v","DDR5-4800 (OC) DDR5-4800 (Base)","40-40-40-77",,"Micron","Micron/SpecTek","A","N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
