"model","mdtyp","rgtyp","errcd","mdcap","orgzn","iccap","icvlt","rtdsp","tming","icpkg","icmfg","icbnd","icmdl","rgvnd","flvnd","mpmic","pcvnd","notes","insrc"
"CT2K8G48C40U5","DIMM","Unbuffered","non-ECC","8 GByte","1Rx16","16 Gbit",1.1,"DDR5-4800","40-39-39-77-2T",,"Micron","Micron","MT60B1G16HC-48B:A (A-die)","N/A","Montage Technology STA4 133 751","Renesas P8911-Y0Z001GR-2130KP","GTw 18 135 UL RU 94V-0 08-03",,"Tom's Hardware: https://www.tomshardware.com/reviews/crucial-ddr5-4800-c40-review"
"CT16G48C40U5","DIMM","Unbuffered","non-ECC","16 GByte","1Rx8","16 Gbit",,"DDR5-4800",,,"Micron","Micron","MT60B2G8HB-48B:A (A-die)","N/A",,"Renesas B0","Raw card: A0","Intel's unit date code: 2137","Tom's Hardware: https://www.tomshardware.com/news/intel-ddr5-4800-ram-alder-lake-cpus"
"CT32G48C40U5","DIMM","Unbuffered","non-ECC","32 GByte","2Rx8","16 Gbit",,"DDR5-4800",,,"Micron","Micron","MT60B2G8HB-48B:A (A-die)","N/A",,"Renesas B0","Raw card: B0","Intel's unit date code: 2137","Tom's Hardware: https://www.tomshardware.com/news/intel-ddr5-4800-ram-alder-lake-cpus"
"CT8G48C40U5.4AY","DIMM","Unbuffered","non-ECC","8 GiByte","1Rx16","16 Gibit","1.1v","DDR5-4800 (OC) DDR5-4800 (Base)","40-40-40-77",,"Micron","Micron/SpecTek","A","N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
"CT8G48C40S8U5.C8B1","DIMM","Unbuffered","non-ECC","8 GiByte","1Rx8","16 Gibit","1.1v","DDR5-4800 (OC) DDR5-4800 (Base)","40-39-39-77",,,,,"N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
"CT16G48C40U5.8AW","DIMM","Unbuffered","non-ECC","16 GiByte","1Rx8","16 Gibit","1.1v","DDR5-4800 (OC) DDR5-4800 (Base)","40-40-40-77",,"Micron","Micron/SpecTek","A","N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
"CT16G48C40D8U5.C1B1","DIMM","Unbuffered","non-ECC","16 GiByte","2Rx8","16 Gibit","1.1v","DDR5-4800 (OC) DDR5-4800 (Base)","40-39-39-77",,,,,"N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
"CT32G48C40U5.16AX","DIMM","Unbuffered","non-ECC","32 GiByte","2Rx8","16 Gibit","1.1v","DDR5-4800 (OC) DDR5-4800 (Base)","40-40-40-77",,"Micron","Micron/SpecTek","A","N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
