"model","mdtyp","rgtyp","errcd","mdcap","orgzn","iccap","icvlt","rtdsp","tming","icpkg","icmfg","icbnd","icmdl","rgvnd","flvnd","mpmic","pcvnd","notes","insrc"
"MTC8C1084S1UC48BA1","DIMM","Unbuffered","non-ECC","8 GByte","1Rx16","16 Gbit",,"DDR5-4800",,,"Micron","Micron","MT60B2G8HB-48B:A (A-die)","N/A",,"Renesas B0","Raw card: A0","Intel's unit date code: 2137","Tom's Hardware: https://www.tomshardware.com/news/intel-ddr5-4800-ram-alder-lake-cpus"
"MTC16C2085S1UC48BA1","DIMM","Unbuffered","non-ECC","32 GByte","2Rx8","16 Gbit",,"DDR5-4800",,,"Micron","Micron","MT60B2G8HB-48B:A (A-die)","N/A",,"Renesas B0","Raw card: B0","Intel's unit date code: 2137","Tom's Hardware: https://www.tomshardware.com/news/intel-ddr5-4800-ram-alder-lake-cpus"
"MTC10C1084S1EC56BAZ","DIMM","Unbuffered","non-ECC","16 GiByte","1Rx8","16 Gibit","1.1v","DDR5-5600 (OC) DDR5-5600 (Base)","45-45-45-90",,"Micron","Micron/SpecTek",,"N/A",,,,,"Gigabyte Z790 AORUS MASTER QVL: https://www.gigabyte.com/Motherboard/Z790-AORUS-MASTER-rev-10/support#support-memsup"
