model,mdtyp,rgtyp,errcd,mdcap,orgzn,iccap,icvlt,rtdsp,tming,icpkg,icmfg,icbnd,icmdl,rgvnd,flvnd,pcvnd,notes,insrc
ShikaXram PC4400,DIMM,Unbuffered,non-ECC,,,,,PC4400,3-4-4-8,,hynix,,hynix B,N/A,,,,extremeoverclocking.com https://forums.extremeoverclocking.com/showthread.php?t=91533 and i4memory https://web.archive.org/web/20160319064334/http://ramlist.i4memory.com/ddr/
