model,mdtyp,rgtyp,errcd,mdcap,orgzn,iccap,icvlt,rtdsp,tming,icpkg,icmfg,icbnd,icmdl,rgvnd,flvnd,pcvnd,notes,insrc
Nitro PC3700,DIMM,Unbuffered,non-ECC,,,,,,,,hynix,,"hynix D43, hynix D5",N/A,,,,https://web.archive.org/web/20160530022939/http://ramlist.i4memory.com/ddr/ i4memory RAM List
Nitro PC4000 (3.0-4-4-8-1T),DIMM,Unbuffered,non-ECC,,,,,PC4000,3.0-4-4-8-1T,,hynix,,hynix D5,N/A,,,,https://web.archive.org/web/20160530022939/http://ramlist.i4memory.com/ddr/ i4memory RAM List
