model,gpvnd,gpmdl,bustp,vidcn,memtp,memtc,membw,membs,memog,memiv,memib,memic,memim,memip,othic,htsnk,notes,insrc
GT 730 DDR3,Nvidia,GK208B,PCIe 2.0 x8,"1x DisplayPort, 1x DVI-I",DDR3,2 GByte,64-bit,DDR3-1866,"4 ICs, 16-bit",SK hynix,SK hynix,4 Gbit,Possibly H5TC4G63x,FBGA-96,,"Aluminum heatsink painted black, red PBT fan",Low-profile capability,"CrazyblocksTechnologies Computer Laboratories (memory IC vendor), Icecat (memory bus info): https://icecat.biz/en/p/hp/z9h51aa/graphics+cards-0190780959404-nvidia+gt+730+2gb+dp+card-35836539.html, SK hynix (part number info): https://product.skhynix.com/products/dram/ddr.go"
