model,gpvnd,gpmdl,bustp,vidcn,memtp,memtc,membw,membs,memog,memiv,memib,memic,memim,memip,othic,htsnk,notes,insrc
Radeon RX 6950 XT OC,AMD,Navi 21 RDNA2,PCIe x16,"3x DisplayPort 1.4, HDMI 2.1",GDDR6,16 GByte,256-bit,2250 MHz,8 ICs x 32-bit,Samsung,Samsung,16 Gbit,K4ZAF325BM-HC18,BGA,Infineon XDPE132G5D; IOR/Infineon TDA21490; IOR/Infineon IRF35217; IOR/Infineon TDA21472,Aluminum heatsink with three fans,"GPU has 18 power phases, memory has 3 power phases","TechPowerUp https://www.techpowerup.com/review/asrock-radeon-rx-6950-xt-oc-formula/2.html (Connectors, Heatsink), https://www.techpowerup.com/review/asrock-radeon-rx-6950-xt-oc-formula/3.html (ICs)"
