model,gpvnd,gpmdl,bustp,vidcn,memtp,memtc,membw,membs,memog,memiv,memib,memic,memim,memip,othic,htsnk,notes,insrc
GT 9500,Nvidia,,PCIe 2.0 x16,N/A,DDR2,1 GByte,64-bit,DDR2-667,8 ICs x 8-bit,Nanya,elixir,1 Gbit,,BGA,,,Low-profile capable,CrazyblocksTechnologies Computer Laboratories
