model,gpvnd,gpmdl,bustp,vidcn,memtp,memtc,membw,membs,memog,memiv,memib,memic,memim,memip,othic,htsnk,notes,insrc
GeForce GTX 1630 Ghost,Nvidia,"TU117 ""Turing""",PCIe 3.0 x16,"2x DisplayPort 1.4, 1x HDMI 2.0b",GDDR6,4 GByte,64-bit,2000 MHz,2 ICs x 32 bit,SK hynix,SK hynix,16 Gbit,H56G42AS4DX014,BGA,Richtek RT8813D; Sinopower SM4503NHKP MOSFET; 7212,"Two fans, aluminum heatsink with pads for VRM, memory and GPU","Two phase GPU power, two extra GDDR6 BGA footprints unpopulated","TechPowerUp https://www.techpowerup.com/review/gainward-geforce-gtx-1630-ghost/3.html (ICs), https://www.techpowerup.com/review/gainward-geforce-gtx-1630-ghost/37.html (PCIe revision), https://www.techpowerup.com/review/gainward-geforce-gtx-1630-ghost/2.html (Video connectors)"
