model,mdtyp,rgtyp,errcd,mdcap,orgzn,iccap,icvlt,rtdsp,tming,icpkg,icmfg,icbnd,icmdl,rgvnd,flvnd,mpmic,pcvnd,notes,insrc
HMCG66MEBUA081N,DIMM,Unbuffered,non-ECC,8 GByte,1Rx16,16 Gbit,,DDR5-4800,,,SK hynix,SK hynix,H5CG46MEBDX015 (M-die),N/A,,Renesas B0,Raw Card: C0,Date code on Intel's unit: 2127,"Tom's Hardware, from released Intel document: https://www.tomshardware.com/news/intel-ddr5-4800-ram-alder-lake-cpus"
HMCG78MEBUA081N,DIMM,Unbuffered,non-ECC,16 GByte,1Rx8,16 Gbit,,DDR5-4800,,,SK hynix,SK hynix,H5CG48MEBDX014 (M-die),N/A,,Renesas B0,Raw Card: A0,Date code on Intel's unit: 2127,"Tom's Hardware, from released Intel document: https://www.tomshardware.com/news/intel-ddr5-4800-ram-alder-lake-cpus"
HMCG88MEBUA081N,DIMM,Unbuffered,non-ECC,32 GByte,2Rx8,16 Gbit,,DDR5-4800,,,SK hynix,SK hynix,H5CG48MEBDX014 (M-die),N/A,,Renesas B0,Raw Card: B0,Date code on Intel's unit: 2127,"Tom's Hardware, from released Intel document: https://www.tomshardware.com/news/intel-ddr5-4800-ram-alder-lake-cpus"
