model,mdtyp,rgtyp,errcd,mdcap,orgzn,iccap,icvlt,rtdsp,tming,icpkg,icmfg,icbnd,icmdl,rgvnd,flvnd,pcvnd,notes,insrc
PC4-17066 HyperX Fury HX421C14FBK4/16 (4x4GB) 4x KHX2133C14D4/4G,DIMM,Unbuffered,non-ECC ,4 GiByte,,,1.2v,PC4-22400 ,14-14-14-35,,SK hynix,,SK hynix H5AN4G8NMFR-TFC,N/A,,,,i4memory RAM List https://web.archive.org/web/20160515151107/http://ramlist.i4memory.com/ddr4/
PC4-19200 HyperX Predator HX424C16PBK4/32 (4x8GB) 4x KHX2400C16D4/8GX,DIMM,Unbuffered,non-ECC ,8 GiByte,,,1.2v,PC4-17066,16-16-16-39,,SK hynix,,SK hynix H5AN4G8NMFR-TFC,N/A,,,,i4memory RAM List https://web.archive.org/web/20160515151107/http://ramlist.i4memory.com/ddr4/
PC4-21300 HyperX Fury HX426C15FBK4/32 (4x8GB) 4x KHX2666C15D4/8G,DIMM,Unbuffered,non-ECC ,8 GiByte,,,1.2v,PC4-19200,15-17-17-35,,SK hynix,,SK hynix H5AN4G8NMFR-TFC,N/A,,,,i4memory RAM List https://web.archive.org/web/20160515151107/http://ramlist.i4memory.com/ddr4/
PC4-21300 HyperX Predator HX426C13PB2K4/16 (4x4GB) 4x KHX2666C13D4/4GX,DIMM,Unbuffered,non-ECC ,4 GiByte,,,1.35v,PC4-21300,13-14-14-39,,SK hynix,,SK hynix H5AN4G8NMFR-TFC,N/A,,,,i4memory RAM List https://web.archive.org/web/20160515151107/http://ramlist.i4memory.com/ddr4/
PC4-22400 HyperX Predator HX428C14PB2K4/16 (4x4GB) 4x KHX2800C14D4/4GX,DIMM,Unbuffered,non-ECC ,4 GiByte,,,1.35v,PC4-21300,14-15-15-39,,SK hynix,,SK hynix H5AN4G8NMFR-TFC,N/A,,,,i4memory RAM List https://web.archive.org/web/20160515151107/http://ramlist.i4memory.com/ddr4/
PC4-24000 HyperX Predator HX430C15PB2K4/16 (4x4GB) 4x KHX3000C15D4/4GX,DIMM,Unbuffered,non-ECC ,4 GiByte,,,1.35v,PC4-24000,15-16-16-39,,SK hynix,,SK hynix H5AN4G8NMFR-TFC,N/A,,,,i4memory RAM List https://web.archive.org/web/20160515151107/http://ramlist.i4memory.com/ddr4/
PC4-26666 HyperX 4x KHX3333C17D4/4GX (4x4GB),DIMM,Unbuffered,non-ECC ,4 GiByte,,,1.35v,PC4-26666,17-17-17-35,,SK hynix,,SK hynix H5AN4G8NMFR-TFC,N/A,,,,i4memory RAM List https://web.archive.org/web/20160515151107/http://ramlist.i4memory.com/ddr4/
KCP426NS6/4 9905713-019.A00G CKMK0452027,DIMM,Unbuffered,non-ECC ,4 GiByte,,,1.2v,,,,Nanya,Kingston,"Relabeled as Kingston with T930335W0E 1951 (Week 51, 2019) NNTONN D5116AN7AXGR Die code: P93033500E",N/A,,,,_exa#0001 via Discord
HX448C19PB3K2/16,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.5v,DDR4-4800,19-26-26-46,,SK hynix,SK hynix,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF]
HX446C19PB3K2/16,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.5v,DDR4-4600,19-26-26-45,,Samsung,Samsung,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF]
HX446C19PB3K2/16,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.5v,DDR4-4600,19-26-26-45,,SK hynix,SK hynix,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF]
HX446C19PB3A/8,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.5v,DDR4-4600,19-26-26-45,,SK hynix D,SK hynix D,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF]
HX446C19PB3AK2/16,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.5v,DDR4-4600,19-26-26-45,,SK hynix D,SK hynix D,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF]
HX442C19PB3K2/16,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.4v,DDR4-4266,19-26-26-45,,Samsung,Samsung,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF]
HX442C19PB3K2/16,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.4v,DDR4-4266,19-26-26-45,,SK hynix,SK hynix,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF]
HX441C19PB3/8,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-4133,19-23-23-45,,Samsung,Samsung,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF]
HX441C19PB3K2/16,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-4133,19-23-23-45,,Samsung,Samsung,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF]
HX440C19PB3/8,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-4000,19-21-21-42,,Samsung,Samsung,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF]
HX440C19PB3K2/16,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-4000,19-21-21-42,,Samsung,Samsung,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF]
HX440C19PB3A/8,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-4000,19-21-21-42,,Samsung,Samsung,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF]
HX440C19PB3AK2/16,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-4000,19-21-21-42,,Samsung,Samsung,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF]
HX440C19PB4A/8,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-4000,19-23-23-42,,SK hynix D,SK hynix D,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF]
HX440C19PB4AK2/16,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-4000,19-23-23-42,,SK hynix D,SK hynix D,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF]
HX437C19FB3A/8,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-3733,19-23-23,,SK hynix,SK hynix,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF]
HX437C19FB3AK2/16,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-3733,19-23-23,,SK hynix,SK hynix,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF]
HX437C19FB3/8,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-3733,19-23-23,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF]
HX437C19FB3K2/16,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-3733,19-23-23,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF]
HX437C19FB3A/16,DIMM,Unbuffered,non-ECC,16 GiByte,2Rx8,8 Gibit,1.35v,DDR4-3733,19-23-23,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF]
HX437C19FB3AK2/32,DIMM,Unbuffered,non-ECC,16 GiByte,2Rx8,8 Gibit,1.35v,DDR4-3733,19-23-23,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF]
HX437C19FB3/16,DIMM,Unbuffered,non-ECC,16 GiByte,2Rx8,8 Gibit,1.35v,DDR4-3733,19-23-23,,SK hynix,SK hynix,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF]
HX437C19FB3K2/32,DIMM,Unbuffered,non-ECC,16 GiByte,2Rx8,8 Gibit,1.35v,DDR4-3733,19-23-23,,SK hynix,SK hynix,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF]
HX436C17PB4/8,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-3600,17-19-19,,SK hynix,SK hynix,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF]
HX436C17PB4K2/16,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-3600,17-19-19,,SK hynix,SK hynix,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF]
HX436C17PB4K4/32,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-3600,17-19-19,,SK hynix,SK hynix,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF]
HX436C17PB4A/8,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-3600,17-19-19,,SK hynix,SK hynix,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF]
HX436C17PB4AK2/16,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-3600,17-19-19,,SK hynix,SK hynix,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF]
HX436C17PB4AK4/32,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-3600,17-19-19,,SK hynix,SK hynix,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF]
HX436C17FB3A/8,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-3600,17-21-21,,SK hynix,SK hynix,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF]
HX436C17FB3AK2/16,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-3600,17-21-21,,SK hynix,SK hynix,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF]
HX436C17FB3AK4/32,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-3600,17-21-21,,SK hynix,SK hynix,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF]
HX436C17FB3/8,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-3600,17-21-21,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF]
HX436C17FB3K2/16,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-3600,17-21-21,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF]
HX436C17FB3K4/32,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-3600,17-21-21,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF]
HX436C17PB3/16,DIMM,Unbuffered,non-ECC,16 GiByte,1Rx8,16 Gibit,1.35v,DDR4-3600,17-19-19-39,,Samsung,Samsung,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF]
HX436C17PB3K2/32,DIMM,Unbuffered,non-ECC,16 GiByte,1Rx8,16 Gibit,1.35v,DDR4-3600,17-19-19-39,,Samsung,Samsung,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF]
HX436C17PB3K4/64,DIMM,Unbuffered,non-ECC,16 GiByte,1Rx8,16 Gibit,1.35v,DDR4-3600,17-19-19-39,,Samsung,Samsung,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF]
HX436C17PB3/16,DIMM,Unbuffered,non-ECC,16 GiByte,1Rx8,16 Gibit,1.35v,DDR4-3600,17-19-19-39,,SK hynix,SK hynix,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF]
HX436C17PB3K2/32,DIMM,Unbuffered,non-ECC,16 GiByte,1Rx8,16 Gibit,1.35v,DDR4-3600,17-19-19-39,,SK hynix,SK hynix,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF]
HX436C17PB3K4/64,DIMM,Unbuffered,non-ECC,16 GiByte,1Rx8,16 Gibit,1.35v,DDR4-3600,17-19-19-39,,SK hynix,SK hynix,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF]
HX436C17FB3A/16,DIMM,Unbuffered,non-ECC,16 GiByte,1Rx8,16 Gibit,1.35v,DDR4-3600,17-21-21,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF]
HX436C17FB3AK2/32,DIMM,Unbuffered,non-ECC,16 GiByte,1Rx8,16 Gibit,1.35v,DDR4-3600,17-21-21,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF]
HX436C17FB3AK4/64,DIMM,Unbuffered,non-ECC,16 GiByte,1Rx8,16 Gibit,1.35v,DDR4-3600,17-21-21,,Micron,Micron,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF]
HX436C17FB3/16,DIMM,Unbuffered,non-ECC,16 GiByte,1Rx8,16 Gibit,1.35v,DDR4-3600,17-21-21,,SK hynix,SK hynix,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF]
HX436C17FB3K2/32,DIMM,Unbuffered,non-ECC,16 GiByte,1Rx8,16 Gibit,1.35v,DDR4-3600,17-21-21,,SK hynix,SK hynix,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF]
HX436C17FB3K4/64,DIMM,Unbuffered,non-ECC,16 GiByte,1Rx8,16 Gibit,1.35v,DDR4-3600,17-21-21,,SK hynix,SK hynix,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF]
HX436C18FB4/16,DIMM,Unbuffered,non-ECC,16 GiByte,1Rx8,16 Gibit,1.35v,DDR4-3600,18-22-22-39,,Micron,Micron,Rev.E,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF]
HX436C18FB4K2/32,DIMM,Unbuffered,non-ECC,16 GiByte,1Rx8,16 Gibit,1.35v,DDR4-3600,18-22-22-39,,Micron,Micron,Rev.E,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF]
HX436C18FB4K4/64,DIMM,Unbuffered,non-ECC,16 GiByte,1Rx8,16 Gibit,1.35v,DDR4-3600,18-22-22-39,,Micron,Micron,Rev.E,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF]
HX436C17PB3A/16,DIMM,Unbuffered,non-ECC,16 GiByte,1Rx8,16 Gibit,1.35v,DDR4-3600,17-19-19-39,,Micron,Micron,Rev.J,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF]
HX436C17PB3AK2/32,DIMM,Unbuffered,non-ECC,16 GiByte,1Rx8,16 Gibit,1.35v,DDR4-3600,17-19-19-39,,Micron,Micron,Rev.J,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF]
HX436C17PB3AK4/64,DIMM,Unbuffered,non-ECC,16 GiByte,1Rx8,16 Gibit,1.35v,DDR4-3600,17-19-19-39,,Micron,Micron,Rev.J,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF]
HX436C18FB3/32,DIMM,Unbuffered,non-ECC,32 GiByte,2Rx8,16 Gibit,1.35v,DDR4-3600,18-22-22-39,,Micron,Micron,Rev.E,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF]
HX436C18FB3K2/64,DIMM,Unbuffered,non-ECC,32 GiByte,2Rx8,16 Gibit,1.35v,DDR4-3600,18-22-22-39,,Micron,Micron,Rev.E,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF]
HX436C18FB3K4/128,DIMM,Unbuffered,non-ECC,32 GiByte,2Rx8,16 Gibit,1.35v,DDR4-3600,18-22-22-39,,Micron,Micron,Rev.E,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF]
HX436C18PB3A/32,DIMM,Unbuffered,non-ECC,32 GiByte,2Rx8,16 Gibit,1.35v,DDR4-3600,18-22-22-39,,Micron,Micron,Rev.E,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF]
HX436C18PB3AK2/64,DIMM,Unbuffered,non-ECC,32 GiByte,2Rx8,16 Gibit,1.35v,DDR4-3600,18-22-22-39,,Micron,Micron,Rev.E,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF]
HX436C18PB3AK4/128,DIMM,Unbuffered,non-ECC,32 GiByte,2Rx8,16 Gibit,1.35v,DDR4-3600,18-22-22-39,,Micron,Micron,Rev.E,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF]
HX434C16FB3AK4/32,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-3466,16-18-18-36,,Samsung,Samsung,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF]
HX434C16FB3AK2/16,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-3466,16-18-18-36,,Samsung,Samsung,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF]
HX434C16FB3A/8,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-3466,16-18-18-36,,Samsung,Samsung,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF]
HX434C16FB3K4/32,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-3466,16-18-18-36,,Samsung,Samsung,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF]
HX434C16FB3K2/16,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-3466,16-18-18-36,,Samsung,Samsung,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF]
HX434C16FB3/8,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-3466,16-18-18-36,,Samsung,Samsung,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF]
HX434C16FB3AK4/64,DIMM,Unbuffered,non-ECC,16 GiByte,2Rx8,8 Gibit,1.35v,DDR4-3466,16-18-18-36,,Samsung,Samsung,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF]
HX434C16FB3AK2/32,DIMM,Unbuffered,non-ECC,16 GiByte,2Rx8,8 Gibit,1.35v,DDR4-3466,16-18-18-36,,Samsung,Samsung,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF]
HX434C16FB3A/16,DIMM,Unbuffered,non-ECC,16 GiByte,2Rx8,8 Gibit,1.35v,DDR4-3466,16-18-18-36,,Samsung,Samsung,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF]
HX434C16FB3K4/64,DIMM,Unbuffered,non-ECC,16 GiByte,2Rx8,8 Gibit,1.35v,DDR4-3466,16-18-18-36,,Samsung,Samsung,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF]
HX434C16FB3K2/32,DIMM,Unbuffered,non-ECC,16 GiByte,2Rx8,8 Gibit,1.35v,DDR4-3466,16-18-18-36,,Samsung,Samsung,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF]
HX434C16FB3/16,DIMM,Unbuffered,non-ECC,16 GiByte,2Rx8,8 Gibit,1.35v,DDR4-3466,16-18-18-36,,Samsung,Samsung,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF]
HX434C17FB4/16,DIMM,Unbuffered,non-ECC,16 GiByte,1Rx8,16 Gibit,1.35v,DDR4-3466,17-21-21-39,,Micron,Micron,Rev.E,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF]
HX434C17FB4K2/32,DIMM,Unbuffered,non-ECC,16 GiByte,1Rx8,16 Gibit,1.35v,DDR4-3466,17-21-21-39,,Micron,Micron,Rev.E,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF]
