model,mdtyp,rgtyp,errcd,mdcap,orgzn,iccap,icvlt,rtdsp,tming,icpkg,icmfg,icbnd,icmdl,rgvnd,flvnd,pcvnd,notes,insrc
MD4U083618,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-3600,18-20-20-40,,,,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
MD4U083216,DIMM,Unbuffered,non-ECC,8 GiByte,1Rx8,8 Gibit,1.35v,DDR4-3200,16-18-18-36,,,,,N/A,,,,https://download.gigabyte.com/FileList/Memory/mb_memory_b550-aorus-pro-v2_vermeer_210224.pdf [PDF] 
