model,gpvnd,gpmdl,bustp,vidcn,memtp,memtc,membw,membs,memog,memiv,memib,memic,memim,memip,othic,htsnk,notes,insrc
HD 6510,AMD/ATI,Turks LE,PCIe 2.0 x16,"1x DVI-I, 1x HDMI 1.3a, 1x VGA",GDDR3,1 GByte,128-bit,GDDR3-1000,8 ICs x 16-bit,PSC/Powerchip,Mezza,512 Mbit,"PSC PN unknown, Mezza Z3P1GF3FGF1131G-GDJ (Die code: XFM809A3G-A)",FBGA-84(?),,GPU most likely has a fan and an aluminum heatsink. Kris's unit has a small heatsink with a 40mm fan with shroud.,Die code style and placement signifies PSC/Powerchip.,"Kris (pictures, memory info, card info), CrazyblocksTechnologies (Confirmation, more IC info), TechPowerUp https://www.techpowerup.com/gpu-specs/radeon-hd-6510.c2067"
