model,gpvnd,gpmdl,bustp,vidcn,memtp,memtc,membw,membs,memog,memiv,memib,memic,memim,memip,othic,htsnk,notes,insrc
Arc A380,Intel,ACM-G11,PCIe 4.0 x8,"3x DisplayPort, 1x HDMI",GDDR6,6 GByte,96-bit,2000 MHz,3 ICs x 32-bit,Samsung,Samsung,16 Gbit,K4ZAF325BM-HC16,BGA,Sinopower SM4507NHKP; 7212; Monolithic Power Systems M2940,Two fans with aluminum heatsink,Likely half of the PCIe pairs are disconnected on the PCB due to the x8 interface on the GPU,"TechPowerUp https://www.techpowerup.com/review/intel-arc-a380/2.html (Interface), https://www.techpowerup.com/review/intel-arc-a380/4.html (ICs)"
