file,brand
"gfx_asrock.csv","ASRock"
"gfx_asus.csv","ASUS"
"gfx_gainward.csv","Gainward"
"gfx_hp.csv","HP (Hewlett Packard)"
"gfx_intel.csv","Intel"
"gfx_lenovo.csv","Lenovo"
"gfx_palit.csv","Palit"
"gfx_powercolor.csv","Powercolor"
"gfx_sapphire.csv","Sapphire"
"gfx_xfx.csv","XFX"
"gfx_glenfly.csv","Zhaoxin Glenfly"
