model,gpvnd,gpmdl,bustp,vidcn,memtp,memtc,membw,membs,memog,memiv,memib,memic,memim,memip,othic,htsnk,notes,insrc
GeForce RTX 3080 Noctua OC,Nvidia,GA102 (LHR),PCIe 4.0 x16,"3x DisplayPort 1.4, 2x HDMI 2.1",GDDR6X,10 GByte,320-bit,2376 MHz,10 ICs x 32-bit,Micron,Micron,8 Gbit,MT61K256M32JE-19G:T D8BWW,BGA,UPI uP9512R; Vishay Siliconix SiC654 DrMOS; UPI uP9512S; Vishay Siliconix SiC654 DrMOS,"Two Noctua NF-A12x25 120mm standard size, aluminum heatsink","Two uP9512R ICs are used for 16-phase power for the GPU, memory power is 4-phase. Two GDDR6X BGA footprints unpopulated.","TechPowerUp https://www.techpowerup.com/review/asus-geforce-rtx-3080-noctua-oc/2.html (Fans, video connectors), https://www.techpowerup.com/review/asus-geforce-rtx-3080-noctua-oc/3.html (ICs), https://www.techpowerup.com/review/asus-geforce-rtx-3080-noctua-oc/37.html (PCIe version)"
