model,gpvnd,gpmdl,bustp,vidcn,memtp,memtc,membw,membs,memog,memiv,memib,memic,memim,memip,othic,htsnk,notes,insrc
Radeon RX 6950 XT Reference Design,AMD,Navi 21,PCIe 4.0 x16,"2x DisplayPort 1.4, 1x HDMI 2.1, 1x USB Type-C (DisplayPort)",GDDR6,16 GByte,256-bit,2250 MHz,8 ICs x 32-bit,Samsung,Samsung,16 Gbit,K4ZAF325BM-HC18,BGA,,Three fans with aluminum heatsink,,TechPowerUp https://www.techpowerup.com/review/amd-radeon-rx-6950-xt-reference-design/2.html (Video connectors); https://www.techpowerup.com/review/amd-radeon-rx-6950-xt-reference-design/2.html (Memory IC)
