model,mdtyp,rgtyp,errcd,mdcap,orgzn,iccap,icvlt,rtdsp,tming,icpkg,icmfg,icbnd,icmdl,rgvnd,flvnd,pcvnd,notes,insrc
DDR2-533 M2OEL2G3H3110A1B0Z,DIMM,Unbuffered,non-ECC,,,,,DDR2-533,4.0-4-4-12,,Elpida,,Elpida AB-5C-E,N/A,,Brainpower PCB,,https://web.archive.org/web/20160322194238/http://ramlist.i4memory.com/ddr2/ i4memory RAM List
DDR2-533 Vitesta M2OEL2G3H3110A1B0Z,DIMM,Unbuffered,non-ECC,,,,,DDR2-533,4.0-4-4-12,,"hynix, Micron, Samsung, Elpida",,"Elpida AB-5C-E, hynix, Micron D9CHM (BP-37E), Samsung GCD5",N/A,,Brainpower PCB,,https://web.archive.org/web/20160322194238/http://ramlist.i4memory.com/ddr2/ i4memory RAM List
DDR2-533 Supreme Speed,DIMM,Unbuffered,non-ECC,,,,,DDR2-533,4.0-4-4-12,,Elpida,,,N/A,,Brainpower PCB,,https://web.archive.org/web/20160322194238/http://ramlist.i4memory.com/ddr2/ i4memory RAM List
DDR2-667 Vitesta M2GXX2F3G3110A1B0E,DIMM,Unbuffered,non-ECC,,,,,DDR2-667,5.0-5-5-X,,Elpida,,Elpida AE-6E-E,N/A,,Brainpower PCB,,https://web.archive.org/web/20160322194238/http://ramlist.i4memory.com/ddr2/ i4memory RAM List
DDR2-800,DIMM,Unbuffered,non-ECC,,,,1.8V,DDR2-800,5.0-3-3-8,,Qimonda,,,N/A,,Brainpower PCB,,https://web.archive.org/web/20160322194238/http://ramlist.i4memory.com/ddr2/ i4memory RAM List
DDR2-800 Vitesta,DIMM,Unbuffered,non-ECC,,,,,DDR2-800,4.0-4-4-12,,Elpida,,Elpida AB-6E-E,N/A,,Brainpower PCB,,https://web.archive.org/web/20160322194238/http://ramlist.i4memory.com/ddr2/ i4memory RAM List
DDR2-800 Vitesta,DIMM,Unbuffered,non-ECC,,,,,DDR2-800,4.0-5-5-10,,Elpida,,Elpida AB-6E-E,N/A,,Brainpower PCB,,https://web.archive.org/web/20160322194238/http://ramlist.i4memory.com/ddr2/ i4memory RAM List
DDR2-800 Vitesta M2OEL6F3G3160A1E0Z M2OEL6F3H4170F1E5Z,DIMM,Unbuffered,non-ECC,,,,1.85V,DDR2-800,5.0-3-3-8,,"hynix, Elpida, Qimonda",,"Elpida AB-6E-E, Qimonda, hynix",N/A,,Brainpower PCB,,https://web.archive.org/web/20160322194238/http://ramlist.i4memory.com/ddr2/ i4memory RAM List
DDR2-800 Vitesta Extreme Edition,DIMM,Unbuffered,non-ECC,,,,2.0V,DDR2-800,4-4-4-12,,"Micron, ProMOS",,"Micron D9GMH (B6-3), Micron D9GCT (B6-37E)",N/A,,Brainpower PCB,,https://web.archive.org/web/20160322194238/http://ramlist.i4memory.com/ddr2/ i4memory RAM List
DDR2-800 Vitesta Extreme Edition (EPP),DIMM,Unbuffered,non-ECC,,,,2.0V,DDR2-800,4-4-4-12,,"Micron, ProMOS",,"Micron D9GMH (B6-3), Micron D9GCT (B6-37E)",N/A,,Brainpower PCB,,https://web.archive.org/web/20160322194238/http://ramlist.i4memory.com/ddr2/ i4memory RAM List
DDR2-1000 Vitesta Extreme Edition (EPP),DIMM,Unbuffered,non-ECC,,,,2.2V,DDR2-1000,5-5-5-15,,Micron,,Micron D9GMH (B6-3),N/A,,Brainpower PCB,,https://web.archive.org/web/20160322194238/http://ramlist.i4memory.com/ddr2/ i4memory RAM List
DDR2-1000 Vitesta Extreme Edition (Non-EPP),DIMM,Unbuffered,non-ECC,,,,2.2V,DDR2-1000,5-5-5-15,,Micron,,Micron D9GKX (B6-25E),N/A,,Brainpower PCB,,https://web.archive.org/web/20160322194238/http://ramlist.i4memory.com/ddr2/ i4memory RAM List
DDR2-1066 Vitesta Extreme Edition (EPP),DIMM,Unbuffered,non-ECC,,,,2.2V,DDR2-1066,5-5-5-15,,Micron,,Micron D9GMH (B6-3),N/A,,Brainpower PCB,,https://web.archive.org/web/20160322194238/http://ramlist.i4memory.com/ddr2/ i4memory RAM List
Vitesta Extreme Edition (EPP),DIMM,Unbuffered,non-ECC,1 GiByte,2Rx8,512 Mibit,,DDR2-1066,5-5-5-15,,Micron,,Micron D9GMH,N/A,,,,https://www.techpowerup.com/review/adata-ddr2-1066-plus/
