model,mdtyp,rgtyp,errcd,mdcap,orgzn,iccap,icvlt,rtdsp,tming,icpkg,icmfg,icbnd,icmdl,rgvnd,flvnd,pcvnd,notes,insrc
D2VS64081XH37AB,DIMM,Unbuffered,non-ECC,512 Mbyte,"1Rx8, 8 ICs",512 Mbit,,DDR2-533,,,Samsung,Samsung,,N/A,,,Very Low Profile DIMM,DSL's website https://www.dsltech.com.tw/products/ddr2-sdram/
D2VS64081XH30AA,DIMM,Unbuffered,non-ECC,512 Mbyte,"1Rx8, 8 ICs",512 Mbit,,DDR2-667,,,Samsung,Samsung,,N/A,,,Very Low Profile DIMM,DSL's website https://www.dsltech.com.tw/products/ddr2-sdram/
D2VS64082XH37AB,DIMM,Unbuffered,non-ECC,1 Gbyte,"2Rx8, 16 ICs",512 Mbit,,DDR2-533,,,Samsung,Samsung,,N/A,,,Very Low Profile DIMM,DSL's website https://www.dsltech.com.tw/products/ddr2-sdram/
D2VS64082XH30AA,DIMM,Unbuffered,non-ECC,1 Gbyte,"2Rx8, 16 ICs",512 Mbit,,DDR2-667,,,Samsung,Samsung,,N/A,,,Very Low Profile DIMM,DSL's website https://www.dsltech.com.tw/products/ddr2-sdram/
D2VH28081XH30AB,DIMM,Unbuffered,non-ECC,1 Gbyte,"1Rx8, 8 ICs",1 Gbit,,DDR2-667,,,hynix,hynix,,N/A,,,Very Low Profile DIMM,DSL's website https://www.dsltech.com.tw/products/ddr2-sdram/
D2VH28081XH25AA,DIMM,Unbuffered,non-ECC,1 Gbyte,"1Rx8, 8 ICs",1 Gbit,,DDR2-800,,,hynix,hynix,,N/A,,,Very Low Profile DIMM,DSL's website https://www.dsltech.com.tw/products/ddr2-sdram/
D2VH28082XH30AB,DIMM,Unbuffered,non-ECC,2 Gbyte,"2Rx8, 16 ICs",1 Gbit,,DDR2-667,,,hynix,hynix,,N/A,,,Very Low Profile DIMM,DSL's website https://www.dsltech.com.tw/products/ddr2-sdram/
D2VS28082XH30AB,DIMM,Unbuffered,non-ECC,2 Gbyte,"2Rx8, 16 ICs",1 Gbit,,DDR2-667,,,Samsung,Samsung,,N/A,,,Very Low Profile DIMM,DSL's website https://www.dsltech.com.tw/products/ddr2-sdram/
D2VH28082XH25AA,DIMM,Unbuffered,non-ECC,2 Gbyte,"2Rx8, 16 ICs",1 Gbit,,DDR2-800,,,hynix,hynix,,N/A,,,Very Low Profile DIMM,DSL's website https://www.dsltech.com.tw/products/ddr2-sdram/
D2VS28082XH25AA,DIMM,Unbuffered,non-ECC,2 Gbyte,"2Rx8, 16 ICs",1 Gbit,,DDR2-800,,,Samsung,Samsung,,N/A,,,Very Low Profile DIMM,DSL's website https://www.dsltech.com.tw/products/ddr2-sdram/
D2UP64081XH37AB,DIMM,Unbuffered,non-ECC,512 Mbyte,"1Rx8, 8 ICs",512 Mbit,,DDR2-533,,,ProMOS,ProMOS,,N/A,,,,DSL's website https://www.dsltech.com.tw/products/ddr2-sdram/
D2UP64081XH30AA,DIMM,Unbuffered,non-ECC,512 Mbyte,"1Rx8, 8 ICs",512 Mbit,,DDR2-667,,,ProMOS,ProMOS,,N/A,,,,DSL's website https://www.dsltech.com.tw/products/ddr2-sdram/
D2US64161XH30AB,DIMM,Unbuffered,non-ECC,512 Mbyte,"1Rx16, 4 ICs",1 Gbit,,DDR2-667,,,Samsung,Samsung,,N/A,,,,DSL's website https://www.dsltech.com.tw/products/ddr2-sdram/
D2US64161XH25AA,DIMM,Unbuffered,non-ECC,512 Mbyte,"1Rx16, 4 ICs",1 Gbit,,DDR2-800,,,Samsung,Samsung,,N/A,,,,DSL's website https://www.dsltech.com.tw/products/ddr2-sdram/
D2UP64082XH37AB,DIMM,Unbuffered,non-ECC,1 Gbyte,"2Rx8, 16 ICs",512 Mbit,,DDR2-533,,,ProMOS,ProMOS,,N/A,,,,DSL's website https://www.dsltech.com.tw/products/ddr2-sdram/
D2UH28081XH30AB,DIMM,Unbuffered,non-ECC,1 Gbyte,"1Rx8, 8 ICs",1 Gbit,,DDR2-667,,,hynix,hynix,,N/A,,,,DSL's website https://www.dsltech.com.tw/products/ddr2-sdram/
D2US28081XH30AB,DIMM,Unbuffered,non-ECC,1 Gbyte,"1Rx8, 8 ICs",1 Gbit,,DDR2-667,,,Samsung,Samsung,,N/A,,,,DSL's website https://www.dsltech.com.tw/products/ddr2-sdram/
D2UH28081XH25AA,DIMM,Unbuffered,non-ECC,1 Gbyte,"1Rx8, 8 ICs",1 Gbit,,DDR2-800,,,hynix,hynix,,N/A,,,,DSL's website https://www.dsltech.com.tw/products/ddr2-sdram/
D2US28081XH25AA,DIMM,Unbuffered,non-ECC,1 Gbyte,"1Rx8, 8 ICs",1 Gbit,,DDR2-800,,,Samsung,Samsung,,N/A,,,,DSL's website https://www.dsltech.com.tw/products/ddr2-sdram/
