model,mdtyp,rgtyp,errcd,mdcap,orgzn,iccap,icvlt,rtdsp,tming,icpkg,icmfg,icbnd,icmdl,rgvnd,flvnd,pcvnd,notes,insrc
DDR2-667 XP2 991510 / 991512,DIMM,Unbuffered,non-ECC,,,,2.3V,DDR2-667,3.0-3-3-10,,Elpida,,Elpida AG-6E-E,N/A,,Brainpower PCB,,https://web.archive.org/web/20160322194238/http://ramlist.i4memory.com/ddr2/ i4memory RAM List
DDR2-800 EM2 991527 / 996527,DIMM,Unbuffered,non-ECC,,,,1.8V,DDR2-800,5.0-5-5-12,,Qimonda,Aeneon,Qimonda AET93F30D,N/A,,Brainpower PCB,,https://web.archive.org/web/20160322194238/http://ramlist.i4memory.com/ddr2/ i4memory RAM List
DDR2-800 SP2 991528 / 996528,DIMM,Unbuffered,non-ECC,,,,1.8V,DDR2-800,5.0-5-5-12,,Micron,,Micron D9GMH (B6-3),N/A,,Brainpower PCB,,https://web.archive.org/web/20160322194238/http://ramlist.i4memory.com/ddr2/ i4memory RAM List
DDR2-800 SP2+,DIMM,Unbuffered,non-ECC,,,,,DDR2-800,4.0-5-5-12,,"Powerchip, Elpida",,Elpida 70nm,N/A,,,,https://web.archive.org/web/20160322194238/http://ramlist.i4memory.com/ddr2/ i4memory RAM List
DDR2-800 SP2+,DIMM,Unbuffered,non-ECC,,,,,DDR2-800,5.0-5-5-15,,"Powerchip, Elpida",,Elpida 70nm,N/A,,,,https://web.archive.org/web/20160322194238/http://ramlist.i4memory.com/ddr2/ i4memory RAM List
DDR2-800 HP2 991533 / 996533,DIMM,Unbuffered,non-ECC,,,,2.2V,DDR2-800,4.0-5-4-11,,"Micron, Powerchip, ProMOS",,Micron D9GMH (B6-3),N/A,,Brainpower PCB,,https://web.archive.org/web/20160322194238/http://ramlist.i4memory.com/ddr2/ i4memory RAM List
DDR2-800 HP2 (2x2GB) 991564 / 996564,DIMM,Unbuffered,non-ECC,,,,2.2V,DDR2-800,5.0-4-4-12,,"Micron, Powerchip",,"Micron D9HBD (B7-37E), Micron D9GSV (B7-3)",N/A,,Brainpower PCB,,https://web.archive.org/web/20160322194238/http://ramlist.i4memory.com/ddr2/ i4memory RAM List
DDR2-800 XP2 991523 / 996523,DIMM,Unbuffered,non-ECC,,,,,DDR2-800,4.0-4-3-10,,Micron,,"Micron D9GMH (B6-3), Micron D9DQT (BT-3)",N/A,,Brainpower PCB,,https://web.archive.org/web/20160322194238/http://ramlist.i4memory.com/ddr2/ i4memory RAM List
DDR2-800 Camouflage,DIMM,Unbuffered,non-ECC,,,,,DDR2-800,4.0-4-4-12,,Powerchip,,,N/A,,,,https://web.archive.org/web/20160322194238/http://ramlist.i4memory.com/ddr2/ i4memory RAM List
DDR2-1000 XP2 Redline 991525 / 996525,DIMM,Unbuffered,non-ECC,,,,,DDR2-1000,4.0-5-4-11,,Micron,,Micron D9GMH (B6-3),N/A,,Brainpower PCB,,https://web.archive.org/web/20160322194238/http://ramlist.i4memory.com/ddr2/ i4memory RAM List
DDR2-1066 XP2 991535 / 996535,DIMM,Unbuffered,non-ECC,,,,,DDR2-1066,5.0-5-4-12,,Micron,,"Micron D9GMH (B6-3),  Micron  D9GKX (B6-25E) (some)",N/A,,Brainpower PCB,,https://web.archive.org/web/20160322194238/http://ramlist.i4memory.com/ddr2/ i4memory RAM List
DDR2-1066 HP2,DIMM,Unbuffered,non-ECC,,,,,DDR2-1066,5.0-5-5-15,,"Powerchip, ProMOS",,,N/A,,,,https://web.archive.org/web/20160322194238/http://ramlist.i4memory.com/ddr2/ i4memory RAM List
PC2-9200 XP2 991560 / 996560,DIMM,Unbuffered,non-ECC,,,,2.3V,PC2-9200,5.0-5-4-12,,Micron,,Micron D9GKX (B6-25E),N/A,,Brainpower PCB,,https://web.archive.org/web/20160322194238/http://ramlist.i4memory.com/ddr2/ i4memory RAM List
