model,devtp,pconn,wconn,protp,prosp,provn,promd,memsp,membr,memvn,memmd,flisp,flibr,flivn,flimd,stkos,othic,othsp,notes,insrc
ADB-2840C,Cable modem/set-top box,"1x IEC RF-IN, 2x RCA stereo audio, 1x HDMI, 1x SCART, 1x Optical SPDIF, 1x 10/100 Mbps Ethernet, 1x USB 2.0, 1x ISO 7816 Smartcard reader",N/A,System on Chip,,STMicroelectronics,STi7167,2x DDR2 SDRAM 1 Gbit x16; total 2 Gbit/256 MByte,Nanya,Nanya,2x NT5TU64M16D6-AC,"64MByte NAND, 4MByte NOR",,,,Linux 2.6,,,Kris's unit has epoxied heatsink covering the SoC (processor).,"Kris (Pictures, device specs, IC info), CrazyblocksTechnologies Computer Laboratories (Other ICs, connectors), ADB-2840C manual (connectors, processor, flash memory)"
