file,brand
"embedded_adb.csv","ADB"
"embedded_bananapi.csv","Banana Pi"
"embedded_beng.csv","BENG"
"embedded_cisco.csv","Cisco"
"embedded_disney.csv","Disney"
"embedded_graperain.csv","Graperain"
