model,mdtyp,rgtyp,errcd,mdcap,orgzn,iccap,icvlt,rtdsp,tming,icpkg,icmfg,icbnd,icmdl,rgvnd,flvnd,pcvnd,notes,insrc
NC3405,DIMM,Unbuffered,non-ECC,128 MByte,"1Rx8, 8 ICs",128 Mbit,,PC133,CL3,TSOP-54,Infineon/Qimonda? (Presumed),NCP,"NP33S168128K-7.5 (Date code: 0112; Week 12, 2001, Extra: 16MX8)",N/A,,,-7.5 common for Infineon/Qimonda IC. Module made in Singapore.,"Kris (module pictures and specs), CrazyblocksTechnologies Computer Laboratories (IC identification, part number)"
