model,devtp,pconn,wconn,protp,prosp,provn,promd,memsp,membr,memvn,memmd,flisp,flibr,flivn,flimd,stkos,othic,othsp,notes,insrc
Zune 30,Portable Media Player,"30-pin proprietary Zune connector, 3.5mm audio connector, internal 40-pin ZIF for HDD/SSD",Wi-Fi,System on Chip,ARM1136 400-532 MHz,Freescale,i.MX31L (SCIMX31LVKM5),"Mobile SDRAM, 64 MByte/512 Mbit",Samsung,Samsung,K4M5132PC,N/A,N/A,N/A,N/A,Windows CE,Focus Enhancements FS456LF; Freescale MC13783VK; KSC KS3021 Wi-Fi module soldered to logic board; Wolfson Microelectronics WM???? audio codec,"320x240 LCD, replaceable single-cell 3.7v lithium-polymer battery","Internal 1.8"" storage drive connected to the system via an internal 40-pin ZIF FPC.","CrazyblocksTechnologies Computer Laboratories (Memory IC, processor, storage connector, other ICs), Andrew ""bunnie"" Huang (Memory IC, processor, storage connector, other ICs) https://www.bunniestudios.com/blog/?p=131, iFixit Andrew Optimus Goldheart (Memory IC, processor, storage connector, other ICs) https://www.ifixit.com/Guide/Microsoft+Zune+30+GB+LCD+Replacement/1227, NXP/Freescale (more info on SoC) https://www.nxp.com/docs/en/fact-sheet/MC9328MX31FS.pdf [PDF]."
