model,devtp,pconn,wconn,protp,prosp,provn,promd,strtp,strfc,strin,strvn,strmd,memtp,memmx,memsp,membr,memvn,memmd,memsl,dissp,wbcam,stkos,othic,othsp,notes,insrc
Acer Chromebook 15 CB3-532,Chromebook,Proprietary power input 19V 2.37A; HDMI; 2x USB 3.0; 1x 3.5mm audio; 1x SD card; 1x Kensington lock,Wi-Fi / Bluetooth,CPU,"Dual-core dual-thread x86-64 1.60 GHz base clock, 2.48 GHz boost clock",Intel,Celeron N3060,eMMC,8 GByte,eMMC,SK hynix,,LPDDR3,4 GByte,"LPDDR3-1600, Dual-channel, x32 bit width per IC",Samsung,Samsung,4x K4E8E324EB-EGCF,N/A,"AU Optronics TN LCD 15"" eDP","720p camera, reported as Chicony",ChromeOS,Texas Instruments BQ24770 battery management IC,Two speakers,Was able to install coreboot to the BIOS flash IC using Mr. Chromebox's Coreboot image. CTCL's unit is being currently used with Linux Mint 20.3 installed.,"CrazyblocksTechnologies Computer Laboratories (SK hynix eMMC, Samsung LPDDR3, CPU specs, other IC, other specs, connectors)"
